Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Pauling scale),Ionic character (Martynov-Batsanov scale),Ionic character (Gordy scale),Ionic character (Mulliken scale),Ionic character (Allred-Rochow scale),Sum of valence electrons,Mean number of electrons,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight sum,Atomic weight difference,Mean atomic weight,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2 x atomic radius difference,Covalent radius sum,Mean Covalent radius,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2 x Crystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group number difference,Family number sum,Mean family number,Family number difference,Quantum number (l) sum,Mean quantum number (l) mean,Quantum number (l) difference
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTb,TlI,1,1,-0.81,-0.79,0.5974,-1.5,-0.904,3.85,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,231.53534,86.31534,115.76767,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.45,2.725,2.493589744,4.66,2.33,3,1.5,1.4,1,1.71,0.855,2.226415094,1.3,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTm,TlI,1,1,-0.76,-0.79,1.1885,-1.5,-0.904,3.85,1.595,5.23485,3.85,1.542,0.134458538,0.144462198,0.297516287,0.430217175,0.184785492,7,3.5,101,37,50.5,241.54421,96.32421,120.772105,3,1.5,1.4,6,2.78,1.39,1.278688525,5.56,5.16,2.58,2.307692308,4.08,2.04,3,1.5,1.4,1,1.55,0.775,1.924528302,0.98,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTm,TlI,1,1,-0.76,-0.79,1.1885,-1.5,-0.904,3.85,1.595,5.23485,3.85,1.542,0.134458538,0.144462198,0.297516287,0.430217175,0.184785492,7,3.5,101,37,50.5,241.54421,96.32421,120.772105,3,1.5,1.4,6,2.78,1.39,1.278688525,5.56,5.16,2.58,2.307692308,4.08,2.04,3,1.5,1.4,1,1.55,0.775,1.924528302,0.98,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeTm,TlI,1,1,-0.76,-0.79,1.1885,-1.5,-0.904,3.85,1.595,5.23485,3.85,1.542,0.134458538,0.144462198,0.297516287,0.430217175,0.184785492,7,3.5,101,37,50.5,241.54421,96.32421,120.772105,3,1.5,1.4,6,2.78,1.39,1.278688525,5.56,5.16,2.58,2.307692308,4.08,2.04,3,1.5,1.4,1,1.55,0.775,1.924528302,0.98,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
GeY,TlI,1,1,-0.79,-0.58,-1.2363,-1.41,-0.874,3.895,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,161.51585,16.29585,80.757925,3.05,1.525,1.44,6.1,2.84,1.42,1.327868852,5.68,4.5,2.25,1.884615385,2.76,1.38,3.1,1.55,1.48,1.2,1.57,0.785,1.962264151,1.02,9,4.5,1,17,8.5,-11,9,4.5,-3,3,1.5,1
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
HoSi,TlI,1,1,-0.67,-0.78,1.3291,-1.67,-0.826,3.935,1.59,4.84975,3.935,1.503,0.10615688,0.141097614,0.357010383,0.502034758,0.156815092,7,3.5,81,53,40.5,193.01582,136.84482,96.50791,2.85,1.425,1.590909091,5.7,2.69,1.345,1.423423423,5.38,5.07,2.535,2.570422535,4.46,2.23,2.85,1.425,1.590909091,1.3,1.44,0.72,2.6,1.28,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
IrTh,TlI,1,1,-0.9,-0.57,-4.5561,-2.2,-0.57,4.3,1.585,5.15645,4.3,1.395,0.183313517,0.078013779,0.994425272,0.701802721,0.078013779,12,6,167,13,83.5,424.2581,39.8181,212.12905,3.15,1.575,1.333333333,6.3,2.92,1.46,1.299212598,5.84,7.608,3.804,1.894977169,4.704,2.352,3.15,1.575,1.333333333,0.9,1.96,0.98,1.545454545,0.84,13,6.5,1,12,6,-6,7,3.5,-1,4,2,0
IrTh,TlI,1,1,-0.9,-0.57,-4.5561,-2.2,-0.57,4.3,1.585,5.15645,4.3,1.395,0.183313517,0.078013779,0.994425272,0.701802721,0.078013779,12,6,167,13,83.5,424.2581,39.8181,212.12905,3.15,1.575,1.333333333,6.3,2.92,1.46,1.299212598,5.84,7.608,3.804,1.894977169,4.704,2.352,3.15,1.575,1.333333333,0.9,1.96,0.98,1.545454545,0.84,13,6.5,1,12,6,-6,7,3.5,-1,4,2,0
IrTh,TlI,1,1,-0.9,-0.57,-4.5561,-2.2,-0.57,4.3,1.585,5.15645,4.3,1.395,0.183313517,0.078013779,0.994425272,0.701802721,0.078013779,12,6,167,13,83.5,424.2581,39.8181,212.12905,3.15,1.575,1.333333333,6.3,2.92,1.46,1.299212598,5.84,7.608,3.804,1.894977169,4.704,2.352,3.15,1.575,1.333333333,0.9,1.96,0.98,1.545454545,0.84,13,6.5,1,12,6,-6,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaNi,TlI,1,1,-0.81,-0.41,0.9377,-1.3,-0.79,3.75,1.555,4.04795,3.75,1.485,0.151279196,0.041154191,0.197336995,0.344593746,0.144462198,13,6.5,85,29,42.5,197.5989,80.2121,98.79945,3.3,1.65,1.444444444,6.6,2.84,1.42,1.469565217,5.68,5.26,2.63,1.412844037,1.8,0.9,3.3,1.65,1.444444444,1.2,2.06,1.03,1.942857143,1.32,10,5,2,13,6.5,-7,7,3.5,-1,4,2,0
LaPd,TlI,1,1,-1.1,-0.73,0.7288,-1.35,-0.5,3.775,1.715,4.1524,3.775,1.34,0.261031512,0.124731865,0.124348729,0.365948438,0.060586937,13,6.5,103,11,51.5,245.3255,32.4855,122.66275,3.35,1.675,1.392857143,6.7,2.97,1.485,1.3203125,5.94,5.53,2.765,1.257142857,1.26,0.63,3.35,1.675,1.392857143,1.1,2.14,1.07,1.743589744,1.16,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LaPd,TlI,1,1,-1.1,-0.73,0.7288,-1.35,-0.5,3.775,1.715,4.1524,3.775,1.34,0.261031512,0.124731865,0.124348729,0.365948438,0.060586937,13,6.5,103,11,51.5,245.3255,32.4855,122.66275,3.35,1.675,1.392857143,6.7,2.97,1.485,1.3203125,5.94,5.53,2.765,1.257142857,1.26,0.63,3.35,1.675,1.392857143,1.1,2.14,1.07,1.743589744,1.16,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LaPt,TlI,1,1,-1.18,-0.56,-3.204,-2.5,-0.63,4.35,1.63,6.1188,4.35,1.405,0.29397173,0.075405485,0.923188737,0.790388613,0.094461061,13,6.5,135,-21,67.5,333.9855,-56.1745,166.99275,3.3,1.65,1.444444444,6.6,2.99,1.495,1.3,5.98,5.78,2.89,1.140740741,0.76,0.38,3.3,1.65,1.444444444,1.2,2.1,1.05,1.837837838,1.24,12,6,0,13,6.5,-7,7,3.5,-1,4,2,0
LaPt,TlI,1,1,-1.18,-0.56,-3.204,-2.5,-0.63,4.35,1.63,6.1188,4.35,1.405,0.29397173,0.075405485,0.923188737,0.790388613,0.094461061,13,6.5,135,-21,67.5,333.9855,-56.1745,166.99275,3.3,1.65,1.444444444,6.6,2.99,1.495,1.3,5.98,5.78,2.89,1.140740741,0.76,0.38,3.3,1.65,1.444444444,1.2,2.1,1.05,1.837837838,1.24,12,6,0,13,6.5,-7,7,3.5,-1,4,2,0
LaPt,TlI,1,1,-1.18,-0.56,-3.204,-2.5,-0.63,4.35,1.63,6.1188,4.35,1.405,0.29397173,0.075405485,0.923188737,0.790388613,0.094461061,13,6.5,135,-21,67.5,333.9855,-56.1745,166.99275,3.3,1.65,1.444444444,6.6,2.99,1.495,1.3,5.98,5.78,2.89,1.140740741,0.76,0.38,3.3,1.65,1.444444444,1.2,2.1,1.05,1.837837838,1.24,12,6,0,13,6.5,-7,7,3.5,-1,4,2,0
LaPt,TlI,1,1,-1.18,-0.56,-3.204,-2.5,-0.63,4.35,1.63,6.1188,4.35,1.405,0.29397173,0.075405485,0.923188737,0.790388613,0.094461061,13,6.5,135,-21,67.5,333.9855,-56.1745,166.99275,3.3,1.65,1.444444444,6.6,2.99,1.495,1.3,5.98,5.78,2.89,1.140740741,0.76,0.38,3.3,1.65,1.444444444,1.2,2.1,1.05,1.837837838,1.24,12,6,0,13,6.5,-7,7,3.5,-1,4,2,0
LaRh,TlI,1,1,-1.18,-0.64,0.7906,-1.2,-0.47,3.7,1.67,4.1215,3.7,1.325,0.29397173,0.097331588,0.144665014,0.302323674,0.053727787,12,6,102,12,51,241.811,36,120.9055,3.3,1.65,1.444444444,6.6,2.94,1.47,1.352,5.88,5.6,2.8,1.222222222,1.12,0.56,3.3,1.65,1.444444444,1.2,2.17,1.085,1.679012346,1.1,11,5.5,1,12,6,-6,7,3.5,-1,4,2,0
LaRh,TlI,1,1,-1.18,-0.64,0.7906,-1.2,-0.47,3.7,1.67,4.1215,3.7,1.325,0.29397173,0.097331588,0.144665014,0.302323674,0.053727787,12,6,102,12,51,241.811,36,120.9055,3.3,1.65,1.444444444,6.6,2.94,1.47,1.352,5.88,5.6,2.8,1.222222222,1.12,0.56,3.3,1.65,1.444444444,1.2,2.17,1.085,1.679012346,1.1,11,5.5,1,12,6,-6,7,3.5,-1,4,2,0
LaRh,TlI,1,1,-1.18,-0.64,0.7906,-1.2,-0.47,3.7,1.67,4.1215,3.7,1.325,0.29397173,0.097331588,0.144665014,0.302323674,0.053727787,12,6,102,12,51,241.811,36,120.9055,3.3,1.65,1.444444444,6.6,2.94,1.47,1.352,5.88,5.6,2.8,1.222222222,1.12,0.56,3.3,1.65,1.444444444,1.2,2.17,1.085,1.679012346,1.1,11,5.5,1,12,6,-6,7,3.5,-1,4,2,0
