Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Pauling scale),Ionic character (Martynov-Batsanov scale),Ionic character (Gordy scale),Ionic character (Mulliken scale),Ionic character (Allred-Rochow scale),Sum of valence electrons,Mean number of electrons,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight sum,Atomic weight difference,Mean atomic weight,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2 x atomic radius difference,Covalent radius sum,Mean Covalent radius,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2 x Crystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group number difference,Family number sum,Mean family number,Family number difference,Quantum number (l) sum,Mean quantum number (l) mean,Quantum number (l) difference
InPd,CsCl,1,1,0.42,0.45,-0.4457,1.35,-0.066,3.775,1.855,4.01085,3.775,1.623,0.043141733,0.049364908,0.048449122,0.365948438,0.001088407,13,6.5,95,-3,47.5,221.238,-8.398,110.619,2.95,1.475,0.903225806,5.9,2.72,1.36,0.888888889,5.44,4.5,2.25,1.195121951,0.8,0.4,2.95,1.475,0.903225806,-0.3,1.72,0.86,0.829787234,-0.32,10,5,0,23,11.5,-3,9,4.5,-1,3,1.5,1
InPd,CsCl,1,1,0.42,0.45,-0.4457,1.35,-0.066,3.775,1.855,4.01085,3.775,1.623,0.043141733,0.049364908,0.048449122,0.365948438,0.001088407,13,6.5,95,-3,47.5,221.238,-8.398,110.619,2.95,1.475,0.903225806,5.9,2.72,1.36,0.888888889,5.44,4.5,2.25,1.195121951,0.8,0.4,2.95,1.475,0.903225806,-0.3,1.72,0.86,0.829787234,-0.32,10,5,0,23,11.5,-3,9,4.5,-1,3,1.5,1
InPd,CsCl,1,1,0.42,0.45,-0.4457,1.35,-0.066,3.775,1.855,4.01085,3.775,1.623,0.043141733,0.049364908,0.048449122,0.365948438,0.001088407,13,6.5,95,-3,47.5,221.238,-8.398,110.619,2.95,1.475,0.903225806,5.9,2.72,1.36,0.888888889,5.44,4.5,2.25,1.195121951,0.8,0.4,2.95,1.475,0.903225806,-0.3,1.72,0.86,0.829787234,-0.32,10,5,0,23,11.5,-3,9,4.5,-1,3,1.5,1
InPr,CsCl,1,1,-0.65,-0.53,0.4058,0,-0.566,3.1,1.365,4.4366,3.1,1.373,0.100238004,0.067815945,0.040332501,0,0.076965807,6,3,108,10,54,255.72565,26.08965,127.862825,3.4,1.7,1.193548387,6.8,3.09,1.545,1.145833333,6.18,6.53,3.265,2.185365854,4.86,2.43,3.4,1.7,1.193548387,0.6,2.26,1.13,1.404255319,0.76,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InRh,CsCl,1,1,0.5,0.36,-0.5075,1.2,-0.096,3.7,1.81,3.97995,3.7,1.608,0.060586937,0.031880743,0.062359872,0.302323674,0.002301348,12,6,94,-4,47,217.7235,-11.9125,108.86175,2.9,1.45,0.870967742,5.8,2.69,1.345,0.868055556,5.38,4.57,2.285,1.229268293,0.94,0.47,2.9,1.45,0.870967742,-0.4,1.75,0.875,0.861702128,-0.26,10,5,0,22,11,-4,9,4.5,-1,3,1.5,1
InRh,CsCl,1,1,0.5,0.36,-0.5075,1.2,-0.096,3.7,1.81,3.97995,3.7,1.608,0.060586937,0.031880743,0.062359872,0.302323674,0.002301348,12,6,94,-4,47,217.7235,-11.9125,108.86175,2.9,1.45,0.870967742,5.8,2.69,1.345,0.868055556,5.38,4.57,2.285,1.229268293,0.94,0.47,2.9,1.45,0.870967742,-0.4,1.75,0.875,0.861702128,-0.26,10,5,0,22,11,-4,9,4.5,-1,3,1.5,1
InSm,CsCl,1,1,-0.61,-0.43,0.6618,0,-0.566,3.1,1.415,4.5646,3.1,1.373,0.088829279,0.045172898,0.103713184,0,0.076965807,6,3,111,13,55.5,265.178,35.542,132.589,3.4,1.7,1.193548387,6.8,3.06,1.53,1.125,6.12,6.19,3.095,2.019512195,4.18,2.09,3.4,1.7,1.193548387,0.6,2.04,1.02,1.170212766,0.32,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InTm,CsCl,1,1,-0.53,-0.43,1.5954,0,-0.566,3.1,1.415,5.0314,3.1,1.373,0.067815945,0.045172898,0.470766365,0,0.076965807,6,3,118,20,59,283.75221,54.11621,141.876105,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.65,2.825,1.756097561,3.1,1.55,3.3,1.65,1.129032258,0.4,1.96,0.98,1.085106383,0.16,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InTm,CsCl,1,1,-0.53,-0.43,1.5954,0,-0.566,3.1,1.415,5.0314,3.1,1.373,0.067815945,0.045172898,0.470766365,0,0.076965807,6,3,118,20,59,283.75221,54.11621,141.876105,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.65,2.825,1.756097561,3.1,1.55,3.3,1.65,1.129032258,0.4,1.96,0.98,1.085106383,0.16,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InY,CsCl,1,1,-0.56,-0.22,-0.8294,0.09,-0.536,3.145,1.52,3.819,3.145,1.388,0.075405485,0.012027089,0.158000695,0.002022951,0.069305316,6,3,88,-10,44,203.72385,-25.91215,101.861925,3.35,1.675,1.161290323,6.7,3.06,1.53,1.125,6.12,4.99,2.495,1.434146341,1.78,0.89,3.4,1.7,1.193548387,0.6,1.98,0.99,1.106382979,0.2,10,5,0,16,8,-10,8,4,-2,3,1.5,1
InY,CsCl,1,1,-0.56,-0.22,-0.8294,0.09,-0.536,3.145,1.52,3.819,3.145,1.388,0.075405485,0.012027089,0.158000695,0.002022951,0.069305316,6,3,88,-10,44,203.72385,-25.91215,101.861925,3.35,1.675,1.161290323,6.7,3.06,1.53,1.125,6.12,4.99,2.495,1.434146341,1.78,0.89,3.4,1.7,1.193548387,0.6,1.98,0.99,1.106382979,0.2,10,5,0,16,8,-10,8,4,-2,3,1.5,1
InYb,CsCl,1,1,-0.68,-0.53,1.7672,0,-0.566,3.1,1.365,5.1173,3.1,1.373,0.109168515,0.067815945,0.541937188,0,0.076965807,6,3,119,21,59.5,287.858,58.222,143.929,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.64,2.82,1.751219512,3.08,1.54,3.3,1.65,1.129032258,0.4,2.07,1.035,1.20212766,0.38,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InYb,CsCl,1,1,-0.68,-0.53,1.7672,0,-0.566,3.1,1.365,5.1173,3.1,1.373,0.109168515,0.067815945,0.541937188,0,0.076965807,6,3,119,21,59.5,287.858,58.222,143.929,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.64,2.82,1.751219512,3.08,1.54,3.3,1.65,1.129032258,0.4,2.07,1.035,1.20212766,0.38,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InYb,CsCl,1,1,-0.68,-0.53,1.7672,0,-0.566,3.1,1.365,5.1173,3.1,1.373,0.109168515,0.067815945,0.541937188,0,0.076965807,6,3,119,21,59.5,287.858,58.222,143.929,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.64,2.82,1.751219512,3.08,1.54,3.3,1.65,1.129032258,0.4,2.07,1.035,1.20212766,0.38,11,5.5,1,16,8,-10,8,4,-2,4,2,2
InYb,CsCl,1,1,-0.68,-0.53,1.7672,0,-0.566,3.1,1.365,5.1173,3.1,1.373,0.109168515,0.067815945,0.541937188,0,0.076965807,6,3,119,21,59.5,287.858,58.222,143.929,3.3,1.65,1.129032258,6.6,3,1.5,1.083333333,6,5.64,2.82,1.751219512,3.08,1.54,3.3,1.65,1.129032258,0.4,2.07,1.035,1.20212766,0.38,11,5.5,1,16,8,-10,8,4,-2,4,2,2
IrLu,CsCl,1,1,-0.93,-0.67,-1.2521,-2.3,-0.59,4.25,1.535,6.80845,4.25,1.385,0.194445968,0.10615688,0.324254398,0.733531702,0.083345821,12,6,148,-6,74,367.187,-17.253,183.5935,3.1,1.55,1.296296296,6.2,2.83,1.415,1.228346457,5.66,5.998,2.999,1.282343988,1.484,0.742,3.1,1.55,1.296296296,0.8,1.77,0.885,1.298701299,0.46,12,6,0,12,6,-6,7,3.5,-1,4,2,0
IrLu,CsCl,1,1,-0.93,-0.67,-1.2521,-2.3,-0.59,4.25,1.535,6.80845,4.25,1.385,0.194445968,0.10615688,0.324254398,0.733531702,0.083345821,12,6,148,-6,74,367.187,-17.253,183.5935,3.1,1.55,1.296296296,6.2,2.83,1.415,1.228346457,5.66,5.998,2.999,1.282343988,1.484,0.742,3.1,1.55,1.296296296,0.8,1.77,0.885,1.298701299,0.46,12,6,0,12,6,-6,7,3.5,-1,4,2,0
IrSc,CsCl,1,1,-0.84,-0.37,-4.3617,-2.06,-0.49,4.37,1.685,5.25365,4.37,1.435,0.161717397,0.033645949,0.991400977,0.65385586,0.05825901,12,6,98,-56,49,237.17591,-147.26409,118.587955,2.95,1.475,1.185185185,5.9,2.71,1.355,1.133858268,5.42,5.378,2.689,1.046423135,0.244,0.122,2.95,1.475,1.185185185,0.5,1.66,0.83,1.155844156,0.24,10,5,-2,12,6,-6,7,3.5,-1,4,2,0
IrSc,CsCl,1,1,-0.84,-0.37,-4.3617,-2.06,-0.49,4.37,1.685,5.25365,4.37,1.435,0.161717397,0.033645949,0.991400977,0.65385586,0.05825901,12,6,98,-56,49,237.17591,-147.26409,118.587955,2.95,1.475,1.185185185,5.9,2.71,1.355,1.133858268,5.42,5.378,2.689,1.046423135,0.244,0.122,2.95,1.475,1.185185185,0.5,1.66,0.83,1.155844156,0.24,10,5,-2,12,6,-6,7,3.5,-1,4,2,0
IrSc,CsCl,1,1,-0.84,-0.37,-4.3617,-2.06,-0.49,4.37,1.685,5.25365,4.37,1.435,0.161717397,0.033645949,0.991400977,0.65385586,0.05825901,12,6,98,-56,49,237.17591,-147.26409,118.587955,2.95,1.475,1.185185185,5.9,2.71,1.355,1.133858268,5.42,5.378,2.689,1.046423135,0.244,0.122,2.95,1.475,1.185185185,0.5,1.66,0.83,1.155844156,0.24,10,5,-2,12,6,-6,7,3.5,-1,4,2,0
IrTm,CsCl,1,1,-0.95,-0.67,-1.6054,-2.3,-0.59,4.25,1.535,6.6318,4.25,1.385,0.201982698,0.10615688,0.474984393,0.733531702,0.083345821,12,6,146,-8,73,361.15421,-23.28579,180.577105,3.1,1.55,1.296296296,6.2,2.83,1.415,1.228346457,5.66,6.228,3.114,1.369863014,1.944,0.972,3.1,1.55,1.296296296,0.8,1.79,0.895,1.324675325,0.5,12,6,0,12,6,-6,7,3.5,-1,5,2.5,1
IrY,CsCl,1,1,-0.98,-0.46,-4.0302,-2.21,-0.56,4.295,1.64,5.4194,4.295,1.4,0.213450798,0.051525145,0.98276181,0.705072289,0.075405485,12,6,116,-38,58,281.12585,-103.31415,140.562925,3.15,1.575,1.333333333,6.3,2.89,1.445,1.275590551,5.78,5.568,2.784,1.118721461,0.624,0.312,3.2,1.6,1.37037037,1,1.81,0.905,1.350649351,0.54,11,5.5,-1,12,6,-6,7,3.5,-1,4,2,0
IrYb,CsCl,1,1,-1.1,-0.77,-1.4336,-2.3,-0.59,4.25,1.485,6.7177,4.25,1.385,0.261031512,0.13776291,0.401783314,0.733531702,0.083345821,12,6,147,-7,73.5,365.26,-19.18,182.63,3.1,1.55,1.296296296,6.2,2.83,1.415,1.228346457,5.66,6.218,3.109,1.366057839,1.924,0.962,3.1,1.55,1.296296296,0.8,1.9,0.95,1.467532468,0.72,12,6,0,12,6,-6,7,3.5,-1,5,2.5,1
LuPd,CsCl,1,1,-0.93,-0.88,2.3944,-1.35,-0.5,3.775,1.64,4.9852,3.775,1.34,0.194445968,0.176012567,0.761476595,0.365948438,0.060586937,13,6.5,117,25,58.5,281.387,68.547,140.6935,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,5.82,2.91,1.375510204,1.84,0.92,3.15,1.575,1.25,0.7,1.78,0.89,1.282051282,0.44,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LuPd,CsCl,1,1,-0.93,-0.88,2.3944,-1.35,-0.5,3.775,1.64,4.9852,3.775,1.34,0.194445968,0.176012567,0.761476595,0.365948438,0.060586937,13,6.5,117,25,58.5,281.387,68.547,140.6935,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,5.82,2.91,1.375510204,1.84,0.92,3.15,1.575,1.25,0.7,1.78,0.89,1.282051282,0.44,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LuPd,CsCl,1,1,-0.93,-0.88,2.3944,-1.35,-0.5,3.775,1.64,4.9852,3.775,1.34,0.194445968,0.176012567,0.761476595,0.365948438,0.060586937,13,6.5,117,25,58.5,281.387,68.547,140.6935,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,5.82,2.91,1.375510204,1.84,0.92,3.15,1.575,1.25,0.7,1.78,0.89,1.282051282,0.44,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LuPd,CsCl,1,1,-0.93,-0.88,2.3944,-1.35,-0.5,3.775,1.64,4.9852,3.775,1.34,0.194445968,0.176012567,0.761476595,0.365948438,0.060586937,13,6.5,117,25,58.5,281.387,68.547,140.6935,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,5.82,2.91,1.375510204,1.84,0.92,3.15,1.575,1.25,0.7,1.78,0.89,1.282051282,0.44,11,5.5,1,13,6.5,-7,7,3.5,-1,4,2,0
LuRh,CsCl,1,1,-1.01,-0.79,2.4562,-1.2,-0.47,3.7,1.595,4.9543,3.7,1.325,0.225102875,0.144462198,0.778698579,0.302323674,0.053727787,12,6,116,26,58,277.8725,72.0615,138.93625,3.1,1.55,1.296296296,6.2,2.81,1.405,1.248,5.62,5.89,2.945,1.337301587,1.7,0.85,3.1,1.55,1.296296296,0.8,1.81,0.905,1.234567901,0.38,11,5.5,1,12,6,-6,7,3.5,-1,4,2,0
LuRh,CsCl,1,1,-1.01,-0.79,2.4562,-1.2,-0.47,3.7,1.595,4.9543,3.7,1.325,0.225102875,0.144462198,0.778698579,0.302323674,0.053727787,12,6,116,26,58,277.8725,72.0615,138.93625,3.1,1.55,1.296296296,6.2,2.81,1.405,1.248,5.62,5.89,2.945,1.337301587,1.7,0.85,3.1,1.55,1.296296296,0.8,1.81,0.905,1.234567901,0.38,11,5.5,1,12,6,-6,7,3.5,-1,4,2,0
LuRu,CsCl,1,1,-0.93,-0.77,2.5156,-1.4,-0.45,3.8,1.585,4.9246,3.8,1.315,0.194445968,0.13776291,0.794448946,0.387373606,0.049364908,11,5.5,115,27,57.5,276.037,73.897,138.0185,3.05,1.525,1.346153846,6.1,2.81,1.405,1.248,5.62,5.975,2.9875,1.293666027,1.53,0.765,3.05,1.525,1.346153846,0.9,1.82,0.91,1.219512195,0.36,11,5.5,1,11,5.5,-5,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
NiSc,CsCl,1,1,-0.55,-0.26,-0.5063,-1.06,-0.69,3.87,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,-7,24.5,103.64931,-13.73749,51.824655,2.95,1.475,1.185185185,5.9,2.59,1.295,1.252173913,5.18,4.93,2.465,1.26146789,1.14,0.57,2.95,1.475,1.185185185,0.5,1.59,0.795,1.271428571,0.38,8,4,0,13,6.5,-7,7,3.5,-1,4,2,0
PdSc,CsCl,1,1,-0.84,-0.58,-0.7152,-1.11,-0.4,3.895,1.79,3.4304,3.895,1.39,0.161717397,0.080660682,0.120039061,0.265103055,0.039210561,13,6.5,67,-25,33.5,151.37591,-61.46409,75.687955,3,1.5,1.142857143,6,2.72,1.36,1.125,5.44,5.2,2.6,1.12244898,0.6,0.3,3,1.5,1.142857143,0.4,1.67,0.835,1.141025641,0.22,9,4.5,-1,13,6.5,-7,7,3.5,-1,4,2,0
PdSc,CsCl,1,1,-0.84,-0.58,-0.7152,-1.11,-0.4,3.895,1.79,3.4304,3.895,1.39,0.161717397,0.080660682,0.120039061,0.265103055,0.039210561,13,6.5,67,-25,33.5,151.37591,-61.46409,75.687955,3,1.5,1.142857143,6,2.72,1.36,1.125,5.44,5.2,2.6,1.12244898,0.6,0.3,3,1.5,1.142857143,0.4,1.67,0.835,1.141025641,0.22,9,4.5,-1,13,6.5,-7,7,3.5,-1,4,2,0
PdTm,CsCl,1,1,-0.95,-0.88,2.0411,-1.35,-0.5,3.775,1.64,4.80855,3.775,1.34,0.201982698,0.176012567,0.647082974,0.365948438,0.060586937,13,6.5,115,23,57.5,275.35421,62.51421,137.677105,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,6.05,3.025,1.469387755,2.3,1.15,3.15,1.575,1.25,0.7,1.8,0.9,1.307692308,0.48,11,5.5,1,13,6.5,-7,7,3.5,-1,5,2.5,1
PdTm,CsCl,1,1,-0.95,-0.88,2.0411,-1.35,-0.5,3.775,1.64,4.80855,3.775,1.34,0.201982698,0.176012567,0.647082974,0.365948438,0.060586937,13,6.5,115,23,57.5,275.35421,62.51421,137.677105,3.15,1.575,1.25,6.3,2.84,1.42,1.21875,5.68,6.05,3.025,1.469387755,2.3,1.15,3.15,1.575,1.25,0.7,1.8,0.9,1.307692308,0.48,11,5.5,1,13,6.5,-7,7,3.5,-1,5,2.5,1
PtSc,CsCl,1,1,-0.92,-0.41,-4.648,-2.26,-0.53,4.47,1.705,5.3968,4.47,1.455,0.190711652,0.041154191,0.995487825,0.721099447,0.067815945,13,6.5,99,-57,49.5,240.03591,-150.12409,120.017955,2.95,1.475,1.185185185,5.9,2.74,1.37,1.107692308,5.48,5.45,2.725,1.018518519,0.1,0.05,2.95,1.475,1.185185185,0.5,1.63,0.815,1.202702703,0.3,10,5,-2,13,6.5,-7,7,3.5,-1,4,2,0
PtSc,CsCl,1,1,-0.92,-0.41,-4.648,-2.26,-0.53,4.47,1.705,5.3968,4.47,1.455,0.190711652,0.041154191,0.995487825,0.721099447,0.067815945,13,6.5,99,-57,49.5,240.03591,-150.12409,120.017955,2.95,1.475,1.185185185,5.9,2.74,1.37,1.107692308,5.48,5.45,2.725,1.018518519,0.1,0.05,2.95,1.475,1.185185185,0.5,1.63,0.815,1.202702703,0.3,10,5,-2,13,6.5,-7,7,3.5,-1,4,2,0
PtSc,CsCl,1,1,-0.92,-0.41,-4.648,-2.26,-0.53,4.47,1.705,5.3968,4.47,1.455,0.190711652,0.041154191,0.995487825,0.721099447,0.067815945,13,6.5,99,-57,49.5,240.03591,-150.12409,120.017955,2.95,1.475,1.185185185,5.9,2.74,1.37,1.107692308,5.48,5.45,2.725,1.018518519,0.1,0.05,2.95,1.475,1.185185185,0.5,1.63,0.815,1.202702703,0.3,10,5,-2,13,6.5,-7,7,3.5,-1,4,2,0
RhSc,CsCl,1,1,-0.92,-0.49,-0.6534,-0.96,-0.37,3.82,1.745,3.3995,3.82,1.375,0.190711652,0.05825901,0.10123429,0.205784147,0.033645949,12,6,66,-24,33,147.86141,-57.94959,73.930705,2.95,1.475,1.185185185,5.9,2.69,1.345,1.152,5.38,5.27,2.635,1.091269841,0.46,0.23,2.95,1.475,1.185185185,0.5,1.7,0.85,1.098765432,0.16,9,4.5,-1,12,6,-6,7,3.5,-1,4,2,0
RhSc,CsCl,1,1,-0.92,-0.49,-0.6534,-0.96,-0.37,3.82,1.745,3.3995,3.82,1.375,0.190711652,0.05825901,0.10123429,0.205784147,0.033645949,12,6,66,-24,33,147.86141,-57.94959,73.930705,2.95,1.475,1.185185185,5.9,2.69,1.345,1.152,5.38,5.27,2.635,1.091269841,0.46,0.23,2.95,1.475,1.185185185,0.5,1.7,0.85,1.098765432,0.16,9,4.5,-1,12,6,-6,7,3.5,-1,4,2,0
RhSi,CsCl,1,1,-0.38,-0.01,0.459,0.47,0.356,4.535,1.985,3.9557,4.535,1.738,0.035456166,2.49997E-05,0.051307208,0.053727787,0.031187321,13,6.5,59,-31,29.5,130.991,-74.82,65.4955,2.45,1.225,0.814814815,4.9,2.36,1.18,0.888,4.72,3.94,1.97,0.563492063,-2.2,-1.1,2.45,1.225,0.814814815,-0.5,1.21,0.605,0.49382716,-0.82,8,4,-2,23,11.5,5,10,5,2,3,1.5,-1
RhSm,CsCl,1,1,-1.11,-0.79,1.1693,-1.2,-0.47,3.7,1.595,4.31085,3.7,1.325,0.265103055,0.144462198,0.289520811,0.302323674,0.053727787,12,6,107,17,53.5,253.2655,47.4545,126.63275,3.2,1.6,1.37037037,6.4,2.87,1.435,1.296,5.74,6.66,3.33,1.642857143,3.24,1.62,3.2,1.6,1.37037037,1,1.91,0.955,1.358024691,0.58,11,5.5,1,12,6,-6,7,3.5,-1,5,2.5,1
RhSm,CsCl,1,1,-1.11,-0.79,1.1693,-1.2,-0.47,3.7,1.595,4.31085,3.7,1.325,0.265103055,0.144462198,0.289520811,0.302323674,0.053727787,12,6,107,17,53.5,253.2655,47.4545,126.63275,3.2,1.6,1.37037037,6.4,2.87,1.435,1.296,5.74,6.66,3.33,1.642857143,3.24,1.62,3.2,1.6,1.37037037,1,1.91,0.955,1.358024691,0.58,11,5.5,1,12,6,-6,7,3.5,-1,5,2.5,1
RhSm,CsCl,1,1,-1.11,-0.79,1.1693,-1.2,-0.47,3.7,1.595,4.31085,3.7,1.325,0.265103055,0.144462198,0.289520811,0.302323674,0.053727787,12,6,107,17,53.5,253.2655,47.4545,126.63275,3.2,1.6,1.37037037,6.4,2.87,1.435,1.296,5.74,6.66,3.33,1.642857143,3.24,1.62,3.2,1.6,1.37037037,1,1.91,0.955,1.358024691,0.58,11,5.5,1,12,6,-6,7,3.5,-1,5,2.5,1
RhTb,CsCl,1,1,-1.08,-0.79,1.5118,-1.2,-0.47,3.7,1.595,4.4821,3.7,1.325,0.252932697,0.144462198,0.435257165,0.302323674,0.053727787,12,6,110,20,55,261.83084,56.01984,130.91542,3.1,1.55,1.296296296,6.2,2.84,1.42,1.272,5.68,6.41,3.205,1.543650794,2.74,1.37,3.1,1.55,1.296296296,0.8,1.99,0.995,1.456790123,0.74,11,5.5,1,12,6,-6,7,3.5,-1,5,2.5,1
RhTm,CsCl,1,1,-1.03,-0.79,2.1029,-1.2,-0.47,3.7,1.595,4.77765,3.7,1.325,0.232966652,0.144462198,0.668970274,0.302323674,0.053727787,12,6,114,24,57,271.83971,66.02871,135.919855,3.1,1.55,1.296296296,6.2,2.81,1.405,1.248,5.62,6.12,3.06,1.428571429,2.16,1.08,3.1,1.55,1.296296296,0.8,1.83,0.915,1.259259259,0.42,11,5.5,1,12,6,-6,7,3.5,-1,5,2.5,1
RhY,CsCl,1,1,-1.06,-0.58,-0.3219,-1.11,-0.44,3.745,1.7,3.56525,3.745,1.34,0.244896158,0.080660682,0.025572249,0.265103055,0.04724739,12,6,84,-6,42,191.81135,-13.99965,95.905675,3.15,1.575,1.333333333,6.3,2.87,1.435,1.296,5.74,5.46,2.73,1.166666667,0.84,0.42,3.2,1.6,1.37037037,1,1.85,0.925,1.283950617,0.46,10,5,0,12,6,-6,7,3.5,-1,4,2,0
RhY,CsCl,1,1,-1.06,-0.58,-0.3219,-1.11,-0.44,3.745,1.7,3.56525,3.745,1.34,0.244896158,0.080660682,0.025572249,0.265103055,0.04724739,12,6,84,-6,42,191.81135,-13.99965,95.905675,3.15,1.575,1.333333333,6.3,2.87,1.435,1.296,5.74,5.46,2.73,1.166666667,0.84,0.42,3.2,1.6,1.37037037,1,1.85,0.925,1.283950617,0.46,10,5,0,12,6,-6,7,3.5,-1,4,2,0
RhY,CsCl,1,1,-1.06,-0.58,-0.3219,-1.11,-0.44,3.745,1.7,3.56525,3.745,1.34,0.244896158,0.080660682,0.025572249,0.265103055,0.04724739,12,6,84,-6,42,191.81135,-13.99965,95.905675,3.15,1.575,1.333333333,6.3,2.87,1.435,1.296,5.74,5.46,2.73,1.166666667,0.84,0.42,3.2,1.6,1.37037037,1,1.85,0.925,1.283950617,0.46,10,5,0,12,6,-6,7,3.5,-1,4,2,0
RhY,CsCl,1,1,-1.06,-0.58,-0.3219,-1.11,-0.44,3.745,1.7,3.56525,3.745,1.34,0.244896158,0.080660682,0.025572249,0.265103055,0.04724739,12,6,84,-6,42,191.81135,-13.99965,95.905675,3.15,1.575,1.333333333,6.3,2.87,1.435,1.296,5.74,5.46,2.73,1.166666667,0.84,0.42,3.2,1.6,1.37037037,1,1.85,0.925,1.283950617,0.46,10,5,0,12,6,-6,7,3.5,-1,4,2,0
