Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Martynov-Batsanov scale),Sum of valence electrons,Atomic number sum,Atomic weight sum,Atomic radius sum,Atomic radius ratio,Covalent radius sum,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Crystal radius ratio,2 x Crystal radius difference,Period number difference,Group number sum,Group number difference,Family number sum,Quantum number (l) sum,Quantum number (l) difference
LuSi,TlI,1,1,-0.63,-0.78,1.9972,-1.67,-0.826,3.935,1.59,5.1838,3.935,1.503,0.141097614,7,85,203.0525,2.85,1.590909091,2.67,1.405405405,5.34,2.373239437,3.9,1.95,1.590909091,1.3,1.4,2.5,1.2,3,17,-11,9,3,1
NdNi,TlI,1,1,-0.77,-0.56,1.1361,-1.3,-0.79,3.75,1.48,4.14715,3.75,1.485,0.075405485,13,88,202.9334,3.2,1.37037037,2.99,1.6,5.98,1.830275229,3.62,1.81,1.37037037,1,2,1.857142857,1.2,2,13,-7,7,5,1
NdNi,TlI,1,1,-0.77,-0.56,1.1361,-1.3,-0.79,3.75,1.48,4.14715,3.75,1.485,0.075405485,13,88,202.9334,3.2,1.37037037,2.99,1.6,5.98,1.830275229,3.62,1.81,1.37037037,1,2,1.857142857,1.2,2,13,-7,7,5,1
NdNi,TlI,1,1,-0.77,-0.56,1.1361,-1.3,-0.79,3.75,1.48,4.14715,3.75,1.485,0.075405485,13,88,202.9334,3.2,1.37037037,2.99,1.6,5.98,1.830275229,3.62,1.81,1.37037037,1,2,1.857142857,1.2,2,13,-7,7,5,1
NdNi,TlI,1,1,-0.77,-0.56,1.1361,-1.3,-0.79,3.75,1.48,4.14715,3.75,1.485,0.075405485,13,88,202.9334,3.2,1.37037037,2.99,1.6,5.98,1.830275229,3.62,1.81,1.37037037,1,2,1.857142857,1.2,2,13,-7,7,5,1
NdNi,TlI,1,1,-0.77,-0.56,1.1361,-1.3,-0.79,3.75,1.48,4.14715,3.75,1.485,0.075405485,13,88,202.9334,3.2,1.37037037,2.99,1.6,5.98,1.830275229,3.62,1.81,1.37037037,1,2,1.857142857,1.2,2,13,-7,7,5,1
NdPd,TlI,1,1,-1.06,-0.88,0.9272,-1.35,-0.5,3.775,1.64,4.2516,3.775,1.34,0.176012567,13,106,250.66,3.25,1.321428571,3.12,1.4375,6.24,1.628571429,3.08,1.54,1.321428571,0.9,2.08,1.666666667,1.04,1,13,-7,7,5,1
NdPd,TlI,1,1,-1.06,-0.88,0.9272,-1.35,-0.5,3.775,1.64,4.2516,3.775,1.34,0.176012567,13,106,250.66,3.25,1.321428571,3.12,1.4375,6.24,1.628571429,3.08,1.54,1.321428571,0.9,2.08,1.666666667,1.04,1,13,-7,7,5,1
NdPd,TlI,1,1,-1.06,-0.88,0.9272,-1.35,-0.5,3.775,1.64,4.2516,3.775,1.34,0.176012567,13,106,250.66,3.25,1.321428571,3.12,1.4375,6.24,1.628571429,3.08,1.54,1.321428571,0.9,2.08,1.666666667,1.04,1,13,-7,7,5,1
NdRh,TlI,1,1,-1.14,-0.79,0.989,-1.2,-0.47,3.7,1.595,4.2207,3.7,1.325,0.144462198,12,105,247.1455,3.2,1.37037037,3.09,1.472,6.18,1.583333333,2.94,1.47,1.37037037,1,2.11,1.604938272,0.98,1,12,-6,7,5,1
NdRh,TlI,1,1,-1.14,-0.79,0.989,-1.2,-0.47,3.7,1.595,4.2207,3.7,1.325,0.144462198,12,105,247.1455,3.2,1.37037037,3.09,1.472,6.18,1.583333333,2.94,1.47,1.37037037,1,2.11,1.604938272,0.98,1,12,-6,7,5,1
NiPr,TlI,1,1,-0.78,-0.66,1.0604,-1.3,-0.79,3.75,1.43,4.1093,3.75,1.485,0.103179905,13,87,199.60105,3.2,1.37037037,2.8,1.434782609,5.6,2.055045872,4.6,2.3,1.37037037,1,2.02,1.885714286,1.24,2,13,-7,7,5,1
NiPr,TlI,1,1,-0.78,-0.66,1.0604,-1.3,-0.79,3.75,1.43,4.1093,3.75,1.485,0.103179905,13,87,199.60105,3.2,1.37037037,2.8,1.434782609,5.6,2.055045872,4.6,2.3,1.37037037,1,2.02,1.885714286,1.24,2,13,-7,7,5,1
NiPr,TlI,1,1,-0.78,-0.66,1.0604,-1.3,-0.79,3.75,1.43,4.1093,3.75,1.485,0.103179905,13,87,199.60105,3.2,1.37037037,2.8,1.434782609,5.6,2.055045872,4.6,2.3,1.37037037,1,2.02,1.885714286,1.24,2,13,-7,7,5,1
NiPr,TlI,1,1,-0.78,-0.66,1.0604,-1.3,-0.79,3.75,1.43,4.1093,3.75,1.485,0.103179905,13,87,199.60105,3.2,1.37037037,2.8,1.434782609,5.6,2.055045872,4.6,2.3,1.37037037,1,2.02,1.885714286,1.24,2,13,-7,7,5,1
NiSm,TlI,1,1,-0.74,-0.56,1.3164,-1.3,-0.79,3.75,1.48,4.2373,3.75,1.485,0.075405485,13,90,209.0534,3.2,1.37037037,2.77,1.408695652,5.54,1.899082569,3.92,1.96,1.37037037,1,1.8,1.571428571,0.8,2,13,-7,7,5,1
NiSm,TlI,1,1,-0.74,-0.56,1.3164,-1.3,-0.79,3.75,1.48,4.2373,3.75,1.485,0.075405485,13,90,209.0534,3.2,1.37037037,2.77,1.408695652,5.54,1.899082569,3.92,1.96,1.37037037,1,1.8,1.571428571,0.8,2,13,-7,7,5,1
NiSm,TlI,1,1,-0.74,-0.56,1.3164,-1.3,-0.79,3.75,1.48,4.2373,3.75,1.485,0.075405485,13,90,209.0534,3.2,1.37037037,2.77,1.408695652,5.54,1.899082569,3.92,1.96,1.37037037,1,1.8,1.571428571,0.8,2,13,-7,7,5,1
PdPr,TlI,1,1,-1.07,-0.98,0.8515,-1.35,-0.5,3.775,1.59,4.21375,3.775,1.34,0.213450798,13,105,247.32765,3.25,1.321428571,2.93,1.2890625,5.86,1.828571429,4.06,2.03,1.321428571,0.9,2.1,1.692307692,1.08,1,13,-7,7,5,1
PdPr,TlI,1,1,-1.07,-0.98,0.8515,-1.35,-0.5,3.775,1.59,4.21375,3.775,1.34,0.213450798,13,105,247.32765,3.25,1.321428571,2.93,1.2890625,5.86,1.828571429,4.06,2.03,1.321428571,0.9,2.1,1.692307692,1.08,1,13,-7,7,5,1
PdSm,TlI,1,1,-1.03,-0.88,1.1075,-1.35,-0.5,3.775,1.64,4.34175,3.775,1.34,0.176012567,13,108,256.78,3.25,1.321428571,2.9,1.265625,5.8,1.689795918,3.38,1.69,1.321428571,0.9,1.88,1.41025641,0.64,1,13,-7,7,5,1
PdSm,TlI,1,1,-1.03,-0.88,1.1075,-1.35,-0.5,3.775,1.64,4.34175,3.775,1.34,0.176012567,13,108,256.78,3.25,1.321428571,2.9,1.265625,5.8,1.689795918,3.38,1.69,1.321428571,0.9,1.88,1.41025641,0.64,1,13,-7,7,5,1
PdTb,TlI,1,1,-1,-0.88,1.45,-1.35,-0.5,3.775,1.64,4.513,3.775,1.34,0.176012567,13,111,265.34534,3.15,1.25,2.87,1.2421875,5.74,1.587755102,2.88,1.44,1.25,0.7,1.96,1.512820513,0.8,1,13,-7,7,5,1
PdY,TlI,1,1,-0.98,-0.67,-0.3837,-1.26,-0.47,3.82,1.745,3.59615,3.82,1.355,0.10615688,13,85,195.32585,3.2,1.285714286,2.9,1.265625,5.8,1.2,0.98,0.49,1.321428571,0.9,1.82,1.333333333,0.52,0,13,-7,7,4,0
PrRh,TlI,1,1,-1.15,-0.89,0.9133,-1.2,-0.47,3.7,1.545,4.18285,3.7,1.325,0.179650656,12,104,243.81315,3.2,1.37037037,2.9,1.32,5.8,1.777777778,3.92,1.96,1.37037037,1,2.13,1.62962963,1.02,1,12,-6,7,5,1
PtTh,TlI,1,1,-0.98,-0.61,-4.8424,-2.4,-0.61,4.4,1.605,5.2996,4.4,1.415,0.088829279,13,168,427.1181,3.15,1.333333333,2.95,1.269230769,5.9,1.844444444,4.56,2.28,1.333333333,0.9,1.93,1.608108108,0.9,1,13,-7,7,4,0
PtTh,TlI,1,1,-0.98,-0.61,-4.8424,-2.4,-0.61,4.4,1.605,5.2996,4.4,1.415,0.088829279,13,168,427.1181,3.15,1.333333333,2.95,1.269230769,5.9,1.844444444,4.56,2.28,1.333333333,0.9,1.93,1.608108108,0.9,1,13,-7,7,4,0
PtTh,TlI,1,1,-0.98,-0.61,-4.8424,-2.4,-0.61,4.4,1.605,5.2996,4.4,1.415,0.088829279,13,168,427.1181,3.15,1.333333333,2.95,1.269230769,5.9,1.844444444,4.56,2.28,1.333333333,0.9,1.93,1.608108108,0.9,1,13,-7,7,4,0
PtTh,TlI,1,1,-0.98,-0.61,-4.8424,-2.4,-0.61,4.4,1.605,5.2996,4.4,1.415,0.088829279,13,168,427.1181,3.15,1.333333333,2.95,1.269230769,5.9,1.844444444,4.56,2.28,1.333333333,0.9,1.93,1.608108108,0.9,1,13,-7,7,4,0
PtTh,TlI,1,1,-0.98,-0.61,-4.8424,-2.4,-0.61,4.4,1.605,5.2996,4.4,1.415,0.088829279,13,168,427.1181,3.15,1.333333333,2.95,1.269230769,5.9,1.844444444,4.56,2.28,1.333333333,0.9,1.93,1.608108108,0.9,1,13,-7,7,4,0
PtU,TlI,1,1,-0.9,-0.21,-4.404,-2.2,-0.5,4.5,1.805,5.5188,4.5,1.47,0.010964447,13,170,433.1089,3.1,1.296296296,2.72,1.092307692,5.44,1.748148148,4.04,2.02,1.296296296,0.8,1.61,1.175675676,0.26,1,13,-7,7,5,1
PtU,TlI,1,1,-0.9,-0.21,-4.404,-2.2,-0.5,4.5,1.805,5.5188,4.5,1.47,0.010964447,13,170,433.1089,3.1,1.296296296,2.72,1.092307692,5.44,1.748148148,4.04,2.02,1.296296296,0.8,1.61,1.175675676,0.26,1,13,-7,7,5,1
PtU,TlI,1,1,-0.9,-0.21,-4.404,-2.2,-0.5,4.5,1.805,5.5188,4.5,1.47,0.010964447,13,170,433.1089,3.1,1.296296296,2.72,1.092307692,5.44,1.748148148,4.04,2.02,1.296296296,0.8,1.61,1.175675676,0.26,1,13,-7,7,5,1
PtU,TlI,1,1,-0.9,-0.21,-4.404,-2.2,-0.5,4.5,1.805,5.5188,4.5,1.47,0.010964447,13,170,433.1089,3.1,1.296296296,2.72,1.092307692,5.44,1.748148148,4.04,2.02,1.296296296,0.8,1.61,1.175675676,0.26,1,13,-7,7,5,1
PtU,TlI,1,1,-0.9,-0.21,-4.404,-2.2,-0.5,4.5,1.805,5.5188,4.5,1.47,0.010964447,13,170,433.1089,3.1,1.296296296,2.72,1.092307692,5.44,1.748148148,4.04,2.02,1.296296296,0.8,1.61,1.175675676,0.26,1,13,-7,7,5,1
RhTh,TlI,1,1,-0.98,-0.69,-0.8478,-1.1,-0.45,3.75,1.645,3.3023,3.75,1.335,0.112214394,12,135,334.9436,3.15,1.333333333,2.9,1.32,5.8,1.976190476,4.92,2.46,1.333333333,0.9,2,1.469135802,0.76,2,12,-6,7,4,0
RhTh,TlI,1,1,-0.98,-0.69,-0.8478,-1.1,-0.45,3.75,1.645,3.3023,3.75,1.335,0.112214394,12,135,334.9436,3.15,1.333333333,2.9,1.32,5.8,1.976190476,4.92,2.46,1.333333333,0.9,2,1.469135802,0.76,2,12,-6,7,4,0
RhTh,TlI,1,1,-0.98,-0.69,-0.8478,-1.1,-0.45,3.75,1.645,3.3023,3.75,1.335,0.112214394,12,135,334.9436,3.15,1.333333333,2.9,1.32,5.8,1.976190476,4.92,2.46,1.333333333,0.9,2,1.469135802,0.76,2,12,-6,7,4,0
RhTh,TlI,1,1,-0.98,-0.69,-0.8478,-1.1,-0.45,3.75,1.645,3.3023,3.75,1.335,0.112214394,12,135,334.9436,3.15,1.333333333,2.9,1.32,5.8,1.976190476,4.92,2.46,1.333333333,0.9,2,1.469135802,0.76,2,12,-6,7,4,0
RuTh,TlI,1,1,-0.9,-0.67,-0.7884,-1.3,-0.43,3.85,1.635,3.2726,3.85,1.325,0.10615688,11,134,333.1081,3.1,1.384615385,2.9,1.32,5.8,1.911708253,4.75,2.375,1.384615385,1,2.01,1.451219512,0.74,2,11,-5,7,4,0
RuTh,TlI,1,1,-0.9,-0.67,-0.7884,-1.3,-0.43,3.85,1.635,3.2726,3.85,1.325,0.10615688,11,134,333.1081,3.1,1.384615385,2.9,1.32,5.8,1.911708253,4.75,2.375,1.384615385,1,2.01,1.451219512,0.74,2,11,-5,7,4,0
RuTh,TlI,1,1,-0.9,-0.67,-0.7884,-1.3,-0.43,3.85,1.635,3.2726,3.85,1.325,0.10615688,11,134,333.1081,3.1,1.384615385,2.9,1.32,5.8,1.911708253,4.75,2.375,1.384615385,1,2.01,1.451219512,0.74,2,11,-5,7,4,0
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
ScSi,TlI,1,1,-0.54,-0.48,-1.1124,-1.43,-0.726,4.055,1.74,3.629,4.055,1.553,0.055972517,7,35,73.04141,2.7,1.454545455,2.55,1.297297297,5.1,1.936619718,2.66,1.33,1.454545455,1,1.29,2.225,0.98,1,17,-11,9,3,1
SiTm,TlI,1,1,-0.65,-0.78,1.6439,-1.67,-0.826,3.935,1.59,5.00715,3.935,1.503,0.141097614,7,83,197.01971,2.85,1.590909091,2.67,1.405405405,5.34,2.535211268,4.36,2.18,1.590909091,1.3,1.42,2.55,1.24,3,17,-11,9,4,2
SiTm,TlI,1,1,-0.65,-0.78,1.6439,-1.67,-0.826,3.935,1.59,5.00715,3.935,1.503,0.141097614,7,83,197.01971,2.85,1.590909091,2.67,1.405405405,5.34,2.535211268,4.36,2.18,1.590909091,1.3,1.42,2.55,1.24,3,17,-11,9,4,2
SiTm,TlI,1,1,-0.65,-0.78,1.6439,-1.67,-0.826,3.935,1.59,5.00715,3.935,1.503,0.141097614,7,83,197.01971,2.85,1.590909091,2.67,1.405405405,5.34,2.535211268,4.36,2.18,1.590909091,1.3,1.42,2.55,1.24,3,17,-11,9,4,2
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiY,TlI,1,1,-0.68,-0.57,-0.7809,-1.58,-0.796,3.98,1.695,3.79475,3.98,1.518,0.078013779,7,53,116.99135,2.9,1.636363636,2.73,1.459459459,5.46,2.070422535,3.04,1.52,1.681818182,1.5,1.44,2.6,1.28,2,17,-11,9,3,1
SiYb,TlI,1,1,-0.8,-0.88,1.8157,-1.67,-0.826,3.935,1.54,5.09305,3.935,1.503,0.176012567,7,84,201.1255,2.85,1.590909091,2.67,1.405405405,5.34,2.528169014,4.34,2.17,1.590909091,1.3,1.53,2.825,1.46,3,17,-11,9,4,2
SiYb,TlI,1,1,-0.8,-0.88,1.8157,-1.67,-0.826,3.935,1.54,5.09305,3.935,1.503,0.176012567,7,84,201.1255,2.85,1.590909091,2.67,1.405405405,5.34,2.528169014,4.34,2.17,1.590909091,1.3,1.53,2.825,1.46,3,17,-11,9,4,2
SiYb,TlI,1,1,-0.8,-0.88,1.8157,-1.67,-0.826,3.935,1.54,5.09305,3.935,1.503,0.176012567,7,84,201.1255,2.85,1.590909091,2.67,1.405405405,5.34,2.528169014,4.34,2.17,1.590909091,1.3,1.53,2.825,1.46,3,17,-11,9,4,2
SiYb,TlI,1,1,-0.8,-0.88,1.8157,-1.67,-0.826,3.935,1.54,5.09305,3.935,1.503,0.176012567,7,84,201.1255,2.85,1.590909091,2.67,1.405405405,5.34,2.528169014,4.34,2.17,1.590909091,1.3,1.53,2.825,1.46,3,17,-11,9,4,2
SiYb,TlI,1,1,-0.8,-0.88,1.8157,-1.67,-0.826,3.935,1.54,5.09305,3.935,1.503,0.176012567,7,84,201.1255,2.85,1.590909091,2.67,1.405405405,5.34,2.528169014,4.34,2.17,1.590909091,1.3,1.53,2.825,1.46,3,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeGe,FeB-b,1,1,-0.89,-0.89,-0.0672,-1.5,-0.904,3.85,1.545,4.607,3.85,1.542,0.179650656,7,90,212.725,3.1,1.48,2.87,1.352459016,5.74,2.884615385,5.88,2.94,1.48,1.2,1.68,2.169811321,1.24,2,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
CeSi,FeB-b,1,1,-0.78,-0.88,0.3882,-1.67,-0.826,3.935,1.54,4.3793,3.935,1.503,0.176012567,7,72,168.2005,2.95,1.681818182,2.76,1.486486486,5.52,3.169014085,6.16,3.08,1.681818182,1.5,1.55,2.875,1.5,3,17,-11,9,4,2
