Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Martynov-Batsanov scale),Sum of valence electrons,Atomic number sum,Atomic weight sum,Atomic radius sum,Atomic radius ratio,Covalent radius sum,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Crystal radius ratio,2 x Crystal radius difference,Period number difference,Group number sum,Group number difference,Family number sum,Quantum number (l) sum,Quantum number (l) difference
GeTh,NaCl,1,1,-0.71,-0.69,-1.7622,-1.4,-0.884,3.9,1.645,3.7595,3.9,1.552,0.112214394,7,122,304.6481,3.05,1.44,2.87,1.352459016,5.74,3.192307692,6.84,3.42,1.44,1.1,1.72,2.245283019,1.32,3,17,-11,9,3,1
GeTh,NaCl,1,1,-0.71,-0.69,-1.7622,-1.4,-0.884,3.9,1.645,3.7595,3.9,1.552,0.112214394,7,122,304.6481,3.05,1.44,2.87,1.352459016,5.74,3.192307692,6.84,3.42,1.44,1.1,1.72,2.245283019,1.32,3,17,-11,9,3,1
GeTh,NaCl,1,1,-0.71,-0.69,-1.7622,-1.4,-0.884,3.9,1.645,3.7595,3.9,1.552,0.112214394,7,122,304.6481,3.05,1.44,2.87,1.352459016,5.74,3.192307692,6.84,3.42,1.44,1.1,1.72,2.245283019,1.32,3,17,-11,9,3,1
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
HoSb,NaCl,1,1,-0.82,-0.94,0.519,-1.75,-0.894,3.975,1.67,5.2548,3.975,1.537,0.198203144,8,118,286.69032,3.2,1.206896552,2.98,1.128571429,5.96,2.067988669,3.77,1.885,1.206896552,0.6,1.94,1.155555556,0.28,1,18,-12,9,4,2
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LaSb,NaCl,1,1,-0.95,-0.79,-0.4785,-1.75,-0.894,3.975,1.745,4.75605,3.975,1.537,0.144462198,8,108,260.6655,3.4,1.344827586,3.09,1.207142857,6.18,1.745042493,2.63,1.315,1.344827586,1,2.26,1.511111111,0.92,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
LuSb,NaCl,1,1,-0.78,-0.94,1.1871,-1.75,-0.894,3.975,1.67,5.58885,3.975,1.537,0.198203144,8,122,296.727,3.2,1.206896552,2.96,1.114285714,5.92,1.909348442,3.21,1.605,1.206896552,0.6,1.9,1.111111111,0.2,1,18,-12,9,3,1
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
NdSb,NaCl,1,1,-0.91,-0.94,-0.2801,-1.75,-0.894,3.975,1.67,4.85525,3.975,1.537,0.198203144,8,111,266,3.3,1.275862069,3.24,1.314285714,6.48,2.260623229,4.45,2.225,1.275862069,0.8,2.2,1.444444444,0.8,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
PrSb,NaCl,1,1,-0.92,-1.04,-0.3558,-1.75,-0.894,3.975,1.62,4.8174,3.975,1.537,0.236925796,8,110,262.66765,3.3,1.275862069,3.05,1.178571429,6.1,2.538243626,5.43,2.715,1.275862069,0.8,2.22,1.466666667,0.84,1,18,-12,9,4,2
SbSc,NaCl,1,1,-0.69,-0.64,-1.9225,-1.51,-0.794,4.095,1.82,4.03405,4.095,1.587,0.097331588,8,72,166.71591,3.05,1.103448276,2.84,1.028571429,5.68,1.558073654,1.97,0.985,1.103448276,0.3,1.79,0.988888889,-0.02,-1,18,-12,9,3,1
SbSc,NaCl,1,1,-0.69,-0.64,-1.9225,-1.51,-0.794,4.095,1.82,4.03405,4.095,1.587,0.097331588,8,72,166.71591,3.05,1.103448276,2.84,1.028571429,5.68,1.558073654,1.97,0.985,1.103448276,0.3,1.79,0.988888889,-0.02,-1,18,-12,9,3,1
SbSc,NaCl,1,1,-0.69,-0.64,-1.9225,-1.51,-0.794,4.095,1.82,4.03405,4.095,1.587,0.097331588,8,72,166.71591,3.05,1.103448276,2.84,1.028571429,5.68,1.558073654,1.97,0.985,1.103448276,0.3,1.79,0.988888889,-0.02,-1,18,-12,9,3,1
SbSc,NaCl,1,1,-0.69,-0.64,-1.9225,-1.51,-0.794,4.095,1.82,4.03405,4.095,1.587,0.097331588,8,72,166.71591,3.05,1.103448276,2.84,1.028571429,5.68,1.558073654,1.97,0.985,1.103448276,0.3,1.79,0.988888889,-0.02,-1,18,-12,9,3,1
SbSc,NaCl,1,1,-0.69,-0.64,-1.9225,-1.51,-0.794,4.095,1.82,4.03405,4.095,1.587,0.097331588,8,72,166.71591,3.05,1.103448276,2.84,1.028571429,5.68,1.558073654,1.97,0.985,1.103448276,0.3,1.79,0.988888889,-0.02,-1,18,-12,9,3,1
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSm,NaCl,1,1,-0.88,-0.94,-0.0998,-1.75,-0.894,3.975,1.67,4.9454,3.975,1.537,0.198203144,8,113,272.12,3.3,1.275862069,3.02,1.157142857,6.04,2.345609065,4.75,2.375,1.275862069,0.8,2,1.222222222,0.4,1,18,-12,9,4,2
SbSn,NaCl,1,1,-0.09,-0.26,-0.4027,-0.55,-0.16,4.575,2.01,4.79395,4.575,1.904,0.016757996,9,101,240.47,2.9,1,2.81,1.007142857,5.62,1.065155807,0.23,0.115,1,0,1.59,0.766666667,-0.42,0,29,-1,11,2,0
SbSn,NaCl,1,1,-0.09,-0.26,-0.4027,-0.55,-0.16,4.575,2.01,4.79395,4.575,1.904,0.016757996,9,101,240.47,2.9,1,2.81,1.007142857,5.62,1.065155807,0.23,0.115,1,0,1.59,0.766666667,-0.42,0,29,-1,11,2,0
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
SbTb,NaCl,1,1,-0.85,-0.94,0.2427,-1.75,-0.894,3.975,1.67,5.11665,3.975,1.537,0.198203144,8,116,280.68534,3.2,1.206896552,2.99,1.135714286,5.98,2.203966006,4.25,2.125,1.206896552,0.6,2.08,1.311111111,0.56,1,18,-12,9,4,2
