Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
1715658,InSb,ZnS,In,Sb,4.563,4.563,2.794,1.624,1.434,1.132,1.405,1.591,0.914,2.282,0.513,0.405,-0.643,0,0.775,0,0.577,4.563,2.794,1.405,0.914,1,1,0.643,0.405,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.195,0,6,4,0.931,1.613,3.381,0.302,4,2,2,11.195,0,6,4,0.931,1.613,3.381,0.302,4,2,2,11.195,0,6,4,0.931,1.613,3.381,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
553829,USb,NaCl,U,Sb,4.367,4.367,3.088,1.377,1.434,0.96,1.586,1.523,1.099,2.184,0.905,0.586,-0.369,0,0.586,0,0.479,4.367,3.088,1.586,1.099,1,1,0.586,0.369,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,6,3,3,39.262,0,12,8,1.783,2.184,23.738,0.605,6,3,3,39.262,0,12,8,1.783,2.184,23.738,0.605,6,3,3,39.262,0,12,8,1.783,2.184,23.738,0.605,1,1,0.5,0.5,1,1,1,238.029,1.955,116.269,7,5,3,15,-12,20,85,-65,6,15,-9,21,6,3,3,3,0,6,3,1.5,3,5,-2,8,3,1.5,4.721,3.984,0.737,1.185,4.721,3.984,4.352,2.36,6.194,8.608,-2.414,0.72,8.608,6.194,7.401,3.097,12,6,6,0.167,0.5,0.5,0.167,0.333,0.823,0.868,0.868,0.823,0.845,1.377,1.434,0.96,-0.057,1.406,0.688,1.516,1.59,0.953,-0.074,1.553,0.758,1.38,2.05,-0.67,0.673,2.05,1.38,1.715,0.69,1.7,2.14,-0.44,0.794,2.14,1.7,1.92,0.85,1405.15,904.15,501,1.554,1405.15,904.15,1154.65,702.575,19,6.69,12.31,2.84,19,6.69,12.845,9.5,0.12,0.21,-0.09,0.571,0.21,0.12,0.165,0.06,5.55,2.75,2.8,2.018,5.55,2.75,4.15,2.775,97.9,38.3,59.6,2.556,97.9,38.3,68.1,48.95
378149,InSb,ZnS,In,Sb,4.581,4.581,2.805,1.624,1.434,1.132,1.41,1.597,0.917,2.29,0.515,0.41,-0.641,0,0.775,0,0.58,4.581,2.805,1.41,0.917,1,1,0.641,0.41,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.327,0.001,6,4,0.935,1.619,3.421,0.302,4,2,2,11.327,0.001,6,4,0.935,1.619,3.421,0.302,4,2,2,11.327,0.001,6,4,0.935,1.619,3.421,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
1245071,NiSi,FeAs,Ni,Si,2.682,2.779,2.233,1.246,1.176,1.06,1.076,1.182,0.922,1.341,0.892,0.076,-0.241,0,0.358,0,0.064,2.682,2.233,1.076,0.922,1,1,0.241,0.076,0.547,4,4,2,1,1,4,4,1,1,1,1,3,3,3,3,1.033,1.033,1.033,1.033,2,2,2,2,1.201,1.245,1.201,1.245,0,1,0,1,1,0,1,0,9,5.5,3.5,25.187,0.238,21,14,1.341,1.329,10.872,0.42,8,5,3,20.621,0.202,18,12,1.276,1.329,9.451,0.4,8,6,4,29.754,0.274,24,16,1.406,1.329,12.292,0.439,1,1,0.5,0.5,1,1,1,58.693,2.09,30.608,4,3,10,14,-4,61,78,-17,10,4,6,14,10,5,2,2,0,4,2,1,3,4,-1,7,3,1.5,2.996,2.321,0.675,1.291,2.996,2.321,2.658,1.498,7.64,8.152,-0.512,0.937,8.152,7.64,7.896,3.82,12,4,8,1,1,1,1,1,1,1,1,1,1,1.246,1.176,1.06,0.07,1.211,0.623,1.244,1.316,0.945,-0.072,1.28,0.622,1.91,1.9,0.01,1.005,1.91,1.9,1.905,0.955,1.76,1.98,-0.22,0.889,1.98,1.76,1.87,0.88,1726.15,1683.15,43,1.026,1726.15,1683.15,1704.65,863.075,8.9,2.33,6.57,3.82,8.9,2.33,5.615,4.45,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.44,4.63,-0.19,0.959,4.63,4.44,4.535,2.22,177,98,79,1.806,177,98,137.5,88.5
1602873,NiSb,NiAs,Ni,Sb,2.566,3.425,2.606,1.246,1.434,0.869,1.03,1.194,0.972,1.283,1.323,0.03,-0.077,0,0.227,0,0.007,2.566,2.606,1.03,0.972,1,1,0.077,0.03,0.541,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.016,1.314,1.016,1.314,6,6,6,6,1,1.314,1,1.314,2,6,2,6,0,0,0,0,11.5,4,7.5,59.293,0,21.75,14.5,1.908,1.975,35.77,0.581,7,4,3,22.86,0,15,10,1.427,1.423,12.548,0.542,7,4,9,71.437,0,24,16,2.068,2.159,43.51,0.594,1,1,0.5,0.5,1,1,1,58.693,0.482,-63.067,4,5,10,15,-5,61,85,-24,10,15,-5,25,10,5,2,3,-1,5,2,1,3,5,-2,8,3,1.5,2.996,3.984,-0.988,0.752,3.984,2.996,3.49,1.498,7.64,8.608,-0.969,0.887,8.608,7.64,8.124,3.82,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.246,1.434,0.869,-0.188,1.34,0.623,1.244,1.59,0.782,-0.346,1.417,0.622,1.91,2.05,-0.14,0.932,2.05,1.91,1.98,0.955,1.76,2.14,-0.38,0.822,2.14,1.76,1.95,0.88,1726.15,904.15,822,1.909,1726.15,904.15,1315.15,863.075,8.9,6.69,2.21,1.33,8.9,6.69,7.795,4.45,0.44,0.21,0.23,2.095,0.44,0.21,0.325,0.22,4.44,2.75,1.69,1.615,4.44,2.75,3.595,2.22,177,38.3,138.7,4.621,177,38.3,107.65,88.5
450111,TmPd,CsCl,Tm,Pd,3.435,3.435,2.975,1.726,1.376,1.254,0.995,1.248,0.959,1.718,1.258,-0.005,-0.086,0,0.268,0,0.007,3.435,2.975,0.995,0.959,1,1,0.086,0.005,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,81.059,0,36,24,2.495,2.428,65.065,0.803,14,7,7,81.059,0,36,24,2.495,2.428,65.065,0.803,14,7,7,81.059,0,36,24,2.495,2.428,65.065,0.803,1,1,0.5,0.5,1,1,1,168.934,1.587,62.514,6,5,3,10,-7,37,62,-25,15,10,5,25,15,7.5,1,0,1,1,1,0.5,3,3,0,6,3,1.5,3.921,3.101,0.82,1.264,3.921,3.101,3.511,1.96,6.184,8.337,-2.153,0.742,8.337,6.184,7.261,3.092,12,12,0,0.5,1,1,0.5,0.75,0.974,1,1,0.974,0.987,1.726,1.376,1.254,0.35,1.551,0.863,1.743,1.373,1.269,0.37,1.558,0.872,1.25,2.2,-0.95,0.568,2.2,1.25,1.725,0.625,1.2,2.08,-0.88,0.577,2.08,1.2,1.64,0.6,1818.15,1827.15,-9,0.995,1827.15,1818.15,1822.65,909.075,9.32,12,-2.68,0.777,12,9.32,10.66,4.66,0.16,0.24,-0.08,0.667,0.24,0.16,0.2,0.08,2.42,3.89,-1.47,0.622,3.89,2.42,3.155,1.21,44.5,187,-142.5,0.238,187,44.5,115.75,22.25
531289,NiSb,NiAs,Ni,Sb,2.566,3.425,2.606,1.246,1.434,0.869,1.03,1.194,0.972,1.283,1.323,0.03,-0.077,0,0.227,0,0.007,2.566,2.606,1.03,0.972,1,1,0.077,0.03,0.541,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.016,1.314,1.016,1.314,6,6,6,6,1,1.314,1,1.314,2,6,2,6,0,0,0,0,11.5,4,7.5,59.293,0,21.75,14.5,1.908,1.975,35.77,0.581,7,4,3,22.86,0,15,10,1.427,1.423,12.548,0.542,7,4,9,71.437,0,24,16,2.068,2.159,43.51,0.594,1,1,0.5,0.5,1,1,1,58.693,0.482,-63.067,4,5,10,15,-5,61,85,-24,10,15,-5,25,10,5,2,3,-1,5,2,1,3,5,-2,8,3,1.5,2.996,3.984,-0.988,0.752,3.984,2.996,3.49,1.498,7.64,8.608,-0.969,0.887,8.608,7.64,8.124,3.82,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.246,1.434,0.869,-0.188,1.34,0.623,1.244,1.59,0.782,-0.346,1.417,0.622,1.91,2.05,-0.14,0.932,2.05,1.91,1.98,0.955,1.76,2.14,-0.38,0.822,2.14,1.76,1.95,0.88,1726.15,904.15,822,1.909,1726.15,904.15,1315.15,863.075,8.9,6.69,2.21,1.33,8.9,6.69,7.795,4.45,0.44,0.21,0.23,2.095,0.44,0.21,0.325,0.22,4.44,2.75,1.69,1.615,4.44,2.75,3.595,2.22,177,38.3,138.7,4.621,177,38.3,107.65,88.5
451541,NdGe,TlI,Nd,Ge,3.555,3.117,2.852,1.813,1.225,1.48,0.98,1.272,0.939,1.293,1.558,-0.287,0.272,0.272,0,0,0.156,3.117,2.852,1.272,0.939,1,1,0.287,0.272,0.506,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.056,1.056,1.056,1.056,4,4,4,4,1.246,1.093,1.246,1.093,0,1,0,1,1,0,1,0,13,8.5,4.5,98.544,0.366,33,22,2.276,2.418,57.096,0.526,13,8.5,4.5,98.544,0.366,33,22,2.276,2.418,57.096,0.526,13,8.5,4.5,98.544,0.366,33,22,2.276,2.418,57.096,0.526,1,1,0.5,0.5,1,1,1,144.242,1.986,71.612,6,4,3,14,-11,19,79,-60,6,14,-8,20,6,3,4,2,2,6,4,2,3,4,-1,7,3,1.5,3.822,3.046,0.776,1.255,3.822,3.046,3.434,1.911,5.525,7.899,-2.374,0.699,7.899,5.525,6.712,2.762,12,4,8,0.5,1,1,0.5,0.75,0.992,1,1,0.992,0.996,1.813,1.225,1.48,0.588,1.519,0.906,1.818,1.366,1.331,0.452,1.592,0.909,1.14,2.01,-0.87,0.567,2.01,1.14,1.575,0.57,1.2,1.99,-0.79,0.603,1.99,1.2,1.595,0.6,1289.15,1220.55,68.6,1.056,1289.15,1220.55,1254.85,644.575,7,5.32,1.68,1.316,7,5.32,6.16,3.5,0.19,0.32,-0.13,0.594,0.32,0.19,0.255,0.095,3.4,3.85,-0.45,0.883,3.85,3.4,3.625,1.7,31.8,77.2,-45.4,0.412,77.2,31.8,54.5,15.9
558203,ErGa,TlI,Er,Ga,3.584,3.172,2.783,1.734,1.243,1.395,1.033,1.276,0.935,1.197,1.586,-0.31,0.276,0.332,0,0,0.172,3.172,2.783,1.276,0.935,1,1,0.31,0.276,0.483,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.094,1.094,1.094,1.094,4,4,4,4,1.288,1.14,1.288,1.14,0,1,0,1,1,0,1,0,13,8.5,4.5,98.88,0.357,33,22,2.286,2.463,56.836,0.53,13,8.5,4.5,98.88,0.357,33,22,2.286,2.463,56.836,0.53,13,8.5,4.5,98.88,0.357,33,22,2.286,2.463,56.836,0.53,1,1,0.5,0.5,1,1,1,167.259,2.399,97.536,6,4,3,13,-10,35,74,-39,14,13,1,27,14,7,2,1,1,3,2,1,3,3,0,6,3,1.5,4.018,2.655,1.363,1.513,4.018,2.655,3.336,2.009,6.108,5.999,0.108,1.018,6.108,5.999,6.054,3.054,12,7,5,0.5,0.143,0.5,0.143,0.321,0.974,0.897,0.974,0.897,0.936,1.734,1.243,1.395,0.491,1.489,0.867,1.748,1.408,1.241,0.34,1.578,0.874,1.24,1.81,-0.57,0.685,1.81,1.24,1.525,0.62,1.2,1.7,-0.5,0.706,1.7,1.2,1.45,0.6,1802.15,302.95,1499.2,5.949,1802.15,302.95,1052.55,901.075,9.07,5.9,3.17,1.537,9.07,5.9,7.485,4.535,0.17,0.37,-0.2,0.459,0.37,0.17,0.27,0.085,3.29,2.81,0.48,1.171,3.29,2.81,3.05,1.645,44.4,56.9,-12.5,0.78,56.9,44.4,50.65,22.2
450893,YbPt,FeB-b,Pt,Yb,2.569,3.577,2.746,1.387,1.939,0.715,0.926,0.922,0.826,1.284,1.462,-0.074,-0.246,0,0.183,0,0.066,2.569,2.746,0.926,0.826,1,1,0.246,0.074,0.531,4,4,2,1,1,4,4,2,1,2,1,2,2,2,2,1.069,1.032,1.069,1.032,1,1,1,1,1,1.303,1,1.303,2,1,2,1,0,0,0,0,12.5,4.5,8,77.259,0.08,31.5,21,2.145,2.183,44.659,0.564,12,4.5,7.5,71.754,0.078,30,20,2.064,2.128,38.383,0.536,12,4.5,8.5,82.763,0.082,33,22,2.227,2.238,50.936,0.592,1,1,0.5,0.5,1,1,1,173.045,0.887,-22.039,6,6,3,10,-7,39,63,-24,16,10,6,26,16,8,0,1,-1,1,0,0,3,3,0,6,3,1.5,4.048,4.883,-0.835,0.829,4.883,4.048,4.466,2.024,6.254,8.959,-2.705,0.698,8.959,6.254,7.607,3.127,12,12,0,1,1,1,1,1,1,1,1,1,1,1.939,1.387,1.398,0.552,1.663,0.97,1.933,1.385,1.396,0.548,1.659,0.966,1.1,2.28,-1.18,0.482,2.28,1.1,1.69,0.55,1.1,1.91,-0.81,0.576,1.91,1.1,1.505,0.55,1092.15,2045.15,-953,0.534,2045.15,1092.15,1568.65,546.075,6.97,21.4,-14.43,0.326,21.4,6.97,14.185,3.485,0.15,0.13,0.02,1.154,0.15,0.13,0.14,0.075,1.6,5.84,-4.24,0.274,5.84,1.6,3.72,0.8,30.5,276,-245.5,0.111,276,30.5,153.25,15.25
1233124,NiSi,FeAs,Ni,Si,2.681,2.651,2.276,1.246,1.176,1.06,1.076,1.127,0.94,0.951,1.326,-0.237,0.127,0.291,0,0,0.072,2.651,2.276,1.127,0.94,1,1,0.237,0.127,0.552,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.02,1.02,1.02,1.02,2,2,2,2,1.178,1.165,1.178,1.165,0,1,0,1,1,0,1,0,9,5,4,25.045,0.186,21,14,1.382,1.276,11.63,0.448,9,5,4,25.045,0.186,21,14,1.382,1.276,11.63,0.448,9,5,4,25.045,0.186,21,14,1.382,1.276,11.63,0.448,1,1,0.5,0.5,1,1,1,58.693,2.09,30.608,4,3,10,14,-4,61,78,-17,10,4,6,14,10,5,2,2,0,4,2,1,3,4,-1,7,3,1.5,2.996,2.321,0.675,1.291,2.996,2.321,2.658,1.498,7.64,8.152,-0.512,0.937,8.152,7.64,7.896,3.82,12,4,8,1,1,1,1,1,1,1,1,1,1,1.246,1.176,1.06,0.07,1.211,0.623,1.244,1.316,0.945,-0.072,1.28,0.622,1.91,1.9,0.01,1.005,1.91,1.9,1.905,0.955,1.76,1.98,-0.22,0.889,1.98,1.76,1.87,0.88,1726.15,1683.15,43,1.026,1726.15,1683.15,1704.65,863.075,8.9,2.33,6.57,3.82,8.9,2.33,5.615,4.45,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.44,4.63,-0.19,0.959,4.63,4.44,4.535,2.22,177,98,79,1.806,177,98,137.5,88.5
532743,ThSi,FeB-b,Th,Si,3.77,2.511,3.052,1.798,1.176,1.529,1.048,1.068,1.026,1.796,1.256,-0.001,0.068,0.047,0,0,0.005,2.511,3.052,1.068,1.026,1,1,0.068,0.001,0.676,4,4,2,1,1,4,4,2,2,2,2,6,2,6,2,1.008,1.215,1.008,1.215,1,2,1,2,1.235,1,1.235,1,0,0,0,0,2,2,2,2,13,8.5,4.5,96.444,0.085,33,22,2.458,2.532,66.714,0.69,13,8.5,4.5,96.444,0.085,33,22,2.458,2.532,66.714,0.69,13,8.5,4.5,96.444,0.085,33,22,2.458,2.532,66.714,0.69,1,1,0.5,0.5,1,1,1,232.038,8.262,203.953,7,3,3,14,-11,16,78,-62,4,4,0,8,4,2,2,2,0,4,2,1,2,4,-2,6,2,1,4.679,2.321,2.358,2.016,4.679,2.321,3.5,2.34,6.307,8.152,-1.845,0.774,8.152,6.307,7.229,3.153,12,4,8,1,1,1,1,1,1,1,1,1,1,1.798,1.176,1.529,0.622,1.487,0.899,1.795,1.316,1.364,0.479,1.555,0.898,1.3,1.9,-0.6,0.684,1.9,1.3,1.6,0.65,1.3,1.98,-0.68,0.657,1.98,1.3,1.64,0.65,2023.15,1683.15,340,1.202,2023.15,1683.15,1853.15,1011.575,11.7,2.33,9.37,5.021,11.7,2.33,7.015,5.85,0.12,0.71,-0.59,0.169,0.71,0.12,0.415,0.06,6.2,4.63,1.57,1.339,6.2,4.63,5.415,3.1,54,98,-44,0.551,98,54,76,27
1931863,CePt,TlI,Ce,Pt,3.258,3.672,2.826,1.819,1.387,1.311,0.896,1.324,0.881,1.629,1.197,-0.104,-0.137,0,0.348,0,0.03,3.258,2.826,0.896,0.881,1,1,0.137,0.104,0.527,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.059,1.059,1.059,1.059,4,4,4,4,1.153,1.299,1.153,1.299,0,1,0,1,1,0,1,0,12,7.5,4.5,89.265,0.356,24.375,16.25,2.044,2.204,42.204,0.437,8,4.5,3.5,47.413,0.13,18,12,1.615,1.905,17.87,0.376,8,8.5,7.5,127.5,0.588,34.5,23,2.438,2.448,61.628,0.478,1,1,0.5,0.5,1,1,1,140.115,0.718,-54.969,6,6,3,10,-7,15,63,-48,4,10,-6,14,4,2,1,1,0,2,1,0.5,3,3,0,6,3,1.5,3.774,4.883,-1.109,0.773,4.883,3.774,4.328,1.887,5.539,8.959,-3.42,0.618,8.959,5.539,7.249,2.769,12,12,0,0.5,1,1,0.5,0.75,0.99,1,1,0.99,0.995,1.819,1.387,1.311,0.432,1.603,0.91,1.818,1.385,1.313,0.433,1.602,0.909,1.12,2.28,-1.16,0.491,2.28,1.12,1.7,0.56,1.1,1.91,-0.81,0.576,1.91,1.1,1.505,0.55,1071.15,2045.15,-974,0.524,2045.15,1071.15,1558.15,535.575,6.66,21.4,-14.74,0.311,21.4,6.66,14.03,3.33,0.19,0.13,0.06,1.462,0.19,0.13,0.16,0.095,4.32,5.84,-1.52,0.74,5.84,4.32,5.08,2.16,21.5,276,-254.5,0.078,276,21.5,148.75,10.75
534285,DyGe,TlI,Dy,Ge,3.445,3.022,2.758,1.752,1.225,1.43,0.983,1.233,0.926,1.247,1.511,-0.288,0.233,0.276,0,0,0.138,3.022,2.758,1.233,0.926,1,1,0.288,0.233,0.508,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.054,1.054,1.054,1.054,4,4,4,4,1.249,1.096,1.249,1.096,0,1,0,1,1,0,1,0,13,8.5,4.5,88.864,0.354,33,22,2.202,2.346,51.579,0.528,13,8.5,4.5,88.864,0.354,33,22,2.202,2.346,51.579,0.528,13,8.5,4.5,88.864,0.354,33,22,2.202,2.346,51.579,0.528,1,1,0.5,0.5,1,1,1,162.5,2.237,89.87,6,4,3,14,-11,31,79,-48,12,14,-2,26,12,6,4,2,2,6,4,2,3,4,-1,7,3,1.5,3.963,3.046,0.917,1.301,3.963,3.046,3.504,1.982,5.939,7.899,-1.96,0.752,7.899,5.939,6.919,2.969,12,4,8,0.5,1,1,0.5,0.75,0.976,1,1,0.976,0.988,1.752,1.225,1.43,0.527,1.489,0.876,1.77,1.366,1.296,0.404,1.568,0.885,1.22,2.01,-0.79,0.607,2.01,1.22,1.615,0.61,1.15,1.99,-0.84,0.578,1.99,1.15,1.57,0.575,1685.15,1220.55,464.6,1.381,1685.15,1220.55,1452.85,842.575,8.55,5.32,3.23,1.607,8.55,5.32,6.935,4.275,0.17,0.32,-0.15,0.531,0.32,0.17,0.245,0.085,3.04,3.85,-0.81,0.79,3.85,3.04,3.445,1.52,40.5,77.2,-36.7,0.525,77.2,40.5,58.85,20.25
