Formula,Structure,sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
NiSb,NiAs,79.0,146.0,180.4534,2631.7799999999997,25.0,9.0,263.0,3.96,4.0,3.0,18.0,0.0,25.0,0.0,3.0,2.0,0.0,5.0,41.879999999999995,0.0,0.5953947,391.0,39.5,73.0,90.2267,1315.8899999999999,12.5,4.5,131.5,1.98,2.0,1.5,9.0,0.0,12.5,0.0,1.5,1.0,0.0,2.5,20.939999999999998,0.0,0.29769735,195.5,11.5,12.0,31.533300000000004,412.11,2.5,0.5,7.5,0.06999999999999995,0.0,1.5,1.0,0.0,2.5,0.0,1.5,1.0,0.0,0.5,10.62,0.0,0.29769735,29.5,23.0,24.0,63.06660000000001,824.22,5.0,1.0,15.0,0.1399999999999999,0.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,21.24,0.0,0.5953947,59.0,51.0,85.0,121.76,1728.0,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,3.0,2.0,0.0,3.0,31.56,0.0,0.5953947,225.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0
NiGe,FeAs,60.0,140.0,131.33339999999998,2939.4,24.0,8.0,244.0,3.92,4.0,2.0,18.0,0.0,24.0,0.0,4.0,2.0,0.0,6.0,33.325,0.383,0.5953947,450.0,30.0,70.0,65.66669999999999,1469.7,12.0,4.0,122.0,1.96,2.0,1.0,9.0,0.0,12.0,0.0,2.0,1.0,0.0,3.0,16.6625,0.1915,0.29769735,225.0,2.0,9.0,6.973300000000002,258.29999999999995,2.0,0.0,2.0,0.04999999999999993,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,6.342499999999999,0.1915,0.29769735,0.0,4.0,18.0,13.946600000000004,516.5999999999999,4.0,0.0,4.0,0.09999999999999987,0.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,12.684999999999999,0.383,0.5953947,0.0,32.0,79.0,72.64,1728.0,14.0,4.0,124.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,2.0,0.0,4.0,23.005,0.383,0.5953947,225.0,28.0,61.0,58.6934,1211.4,10.0,4.0,120.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0,28.0,61.0,58.6934,1211.4,10.0,4.0,120.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0
NiSi,FeAs,42.0,139.0,86.7789,3415.0,24.0,7.0,235.0,3.8099999999999996,4.0,2.0,8.0,0.0,14.0,0.0,4.0,2.0,0.0,6.0,30.76,0.773,0.5953947,452.0,21.0,69.5,43.38945,1707.5,12.0,3.5,117.5,1.9049999999999998,2.0,1.0,4.0,0.0,7.0,0.0,2.0,1.0,0.0,3.0,15.38,0.3865,0.29769735,226.0,7.0,8.5,15.303949999999999,20.5,2.0,0.5,6.5,0.0050000000000000044,0.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,5.0600000000000005,0.3865,0.29769735,1.0,14.0,17.0,30.607899999999997,41.0,4.0,1.0,13.0,0.010000000000000009,0.0,2.0,8.0,0.0,6.0,0.0,4.0,2.0,0.0,2.0,10.120000000000001,0.773,0.5953947,2.0,28.0,78.0,58.6934,1728.0,14.0,4.0,124.0,1.91,2.0,2.0,8.0,0.0,10.0,0.0,4.0,2.0,0.0,4.0,20.44,0.773,0.5953947,227.0,14.0,61.0,28.0855,1687.0,10.0,3.0,111.0,1.9,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0,14.0,61.0,28.0855,1687.0,10.0,3.0,111.0,1.9,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0
GdNi,TlI,92.0,88.0,215.9434,3314.0,13.0,10.0,320.0,3.11,4.0,0.0,9.0,7.0,20.0,0.0,0.0,11.0,7.0,18.0,42.37,0.0,0.5953947,419.0,46.0,44.0,107.9717,1657.0,6.5,5.0,160.0,1.555,2.0,0.0,4.5,3.5,10.0,0.0,0.0,5.5,3.5,9.0,21.185,0.0,0.29769735,209.5,18.0,17.0,49.2783,71.0,3.5,1.0,36.0,0.355,0.0,0.0,3.5,3.5,0.0,0.0,0.0,3.5,3.5,7.0,10.864999999999998,0.0,0.29769735,15.5,36.0,34.0,98.5566,142.0,7.0,2.0,72.0,0.71,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,14.0,21.729999999999997,0.0,0.5953947,31.0,64.0,61.0,157.25,1728.0,10.0,6.0,196.0,1.91,2.0,0.0,8.0,7.0,10.0,0.0,0.0,9.0,7.0,16.0,32.05,0.0,0.5953947,225.0,28.0,27.0,58.6934,1586.0,3.0,4.0,124.0,1.2,2.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.0,194.0,28.0,27.0,58.6934,1586.0,3.0,4.0,124.0,1.2,2.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.0,194.0
HoSi,TlI,81.0,111.0,193.01582,3434.0,17.0,9.0,303.0,3.13,4.0,2.0,0.0,11.0,17.0,0.0,4.0,0.0,3.0,7.0,51.1733333333,0.773,0.0,421.0,40.5,55.5,96.50791,1717.0,8.5,4.5,151.5,1.565,2.0,1.0,0.0,5.5,8.5,0.0,2.0,0.0,1.5,3.5,25.58666666665,0.3865,0.0,210.5,26.5,22.5,68.42241,30.0,5.5,1.5,40.5,0.33499999999999996,0.0,1.0,0.0,5.5,4.5,0.0,2.0,0.0,1.5,0.5,5.146666666649999,0.3865,0.0,16.5,53.0,45.0,136.84482,60.0,11.0,3.0,81.0,0.6699999999999999,0.0,2.0,0.0,11.0,9.0,0.0,4.0,0.0,3.0,1.0,10.293333333299998,0.773,0.0,33.0,67.0,78.0,164.93032,1747.0,14.0,6.0,192.0,1.9,2.0,2.0,0.0,11.0,13.0,0.0,4.0,0.0,3.0,4.0,30.7333333333,0.773,0.0,227.0,14.0,33.0,28.0855,1687.0,3.0,3.0,111.0,1.23,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,20.44,0.0,0.0,194.0,14.0,33.0,28.0855,1687.0,3.0,3.0,111.0,1.23,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,20.44,0.0,0.0,194.0
ScNi,CsCl,49.0,72.0,103.649312,3542.0,13.0,8.0,294.0,3.27,4.0,0.0,9.0,0.0,13.0,0.0,0.0,11.0,0.0,11.0,32.555,0.0,0.5954010500000001,419.0,24.5,36.0,51.824656,1771.0,6.5,4.0,147.0,1.635,2.0,0.0,4.5,0.0,6.5,0.0,0.0,5.5,0.0,5.5,16.2775,0.0,0.29770052500000005,209.5,3.5,25.0,6.8687439999999995,43.0,3.5,0.0,23.0,0.2749999999999999,0.0,0.0,3.5,0.0,3.5,0.0,0.0,3.5,0.0,3.5,5.9575,0.0,0.29769417500000006,15.5,7.0,50.0,13.737487999999999,86.0,7.0,0.0,46.0,0.5499999999999998,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,11.915,0.0,0.59538835,31.0,28.0,61.0,58.6934,1814.0,10.0,4.0,170.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,9.0,0.0,9.0,22.235,0.0,0.5953947,225.0,21.0,11.0,44.955912,1728.0,3.0,4.0,124.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,6.35e-06,194.0,21.0,11.0,44.955912,1728.0,3.0,4.0,124.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,6.35e-06,194.0
NiSb,NiAs,79.0,146.0,180.4534,2631.7799999999997,25.0,9.0,263.0,3.96,4.0,3.0,18.0,0.0,25.0,0.0,3.0,2.0,0.0,5.0,41.879999999999995,0.0,0.5953947,391.0,39.5,73.0,90.2267,1315.8899999999999,12.5,4.5,131.5,1.98,2.0,1.5,9.0,0.0,12.5,0.0,1.5,1.0,0.0,2.5,20.939999999999998,0.0,0.29769735,195.5,11.5,12.0,31.533300000000004,412.11,2.5,0.5,7.5,0.06999999999999995,0.0,1.5,1.0,0.0,2.5,0.0,1.5,1.0,0.0,0.5,10.62,0.0,0.29769735,29.5,23.0,24.0,63.06660000000001,824.22,5.0,1.0,15.0,0.1399999999999999,0.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,21.24,0.0,0.5953947,59.0,51.0,85.0,121.76,1728.0,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,3.0,2.0,0.0,3.0,31.56,0.0,0.5953947,225.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0
YNi,FeB-b,67.0,73.0,147.59924999999998,3527.0,13.0,9.0,314.0,3.13,4.0,0.0,9.0,0.0,13.0,0.0,0.0,11.0,0.0,11.0,42.685,0.0,0.5953947,419.0,33.5,36.5,73.79962499999999,1763.5,6.5,4.5,157.0,1.565,2.0,0.0,4.5,0.0,6.5,0.0,0.0,5.5,0.0,5.5,21.3425,0.0,0.29769735,209.5,5.5,24.5,15.106225000000002,35.5,3.5,0.5,33.0,0.345,0.0,0.0,3.5,0.0,3.5,0.0,0.0,3.5,0.0,3.5,11.0225,0.0,0.29769735,15.5,11.0,49.0,30.212450000000004,71.0,7.0,1.0,66.0,0.69,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,22.045,0.0,0.5953947,31.0,39.0,61.0,88.90585,1799.0,10.0,5.0,190.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.5953947,225.0,28.0,12.0,58.6934,1728.0,3.0,4.0,124.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.0,194.0,28.0,12.0,58.6934,1728.0,3.0,4.0,124.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.0,194.0
HoNi,FeB-b,95.0,94.0,223.62372,3475.0,13.0,10.0,316.0,3.1399999999999997,4.0,0.0,8.0,11.0,23.0,0.0,0.0,2.0,3.0,5.0,41.0533333333,0.0,0.5953947,419.0,47.5,47.0,111.81186,1737.5,6.5,5.0,158.0,1.5699999999999998,2.0,0.0,4.0,5.5,11.5,0.0,0.0,1.0,1.5,2.5,20.52666666665,0.0,0.29769735,209.5,19.5,14.0,53.11846,9.5,3.5,1.0,34.0,0.33999999999999997,0.0,0.0,4.0,5.5,1.5,0.0,0.0,1.0,1.5,0.5,10.20666666665,0.0,0.29769735,15.5,39.0,28.0,106.23692,19.0,7.0,2.0,68.0,0.6799999999999999,0.0,0.0,8.0,11.0,3.0,0.0,0.0,2.0,3.0,1.0,20.4133333333,0.0,0.5953947,31.0,67.0,61.0,164.93032,1747.0,10.0,6.0,192.0,1.91,2.0,0.0,8.0,11.0,13.0,0.0,0.0,2.0,3.0,3.0,30.7333333333,0.0,0.5953947,225.0,28.0,33.0,58.6934,1728.0,3.0,4.0,124.0,1.23,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0,28.0,33.0,58.6934,1728.0,3.0,4.0,124.0,1.23,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0
CePd,TlI,104.0,77.0,246.536,2899.05,13.0,11.0,343.0,3.3200000000000003,2.0,0.0,11.0,1.0,14.0,0.0,0.0,9.0,13.0,22.0,51.650000000000006,0.0,0.0,419.0,52.0,38.5,123.268,1449.525,6.5,5.5,171.5,1.6600000000000001,1.0,0.0,5.5,0.5,7.0,0.0,0.0,4.5,6.5,11.0,25.825000000000003,0.0,0.0,209.5,6.0,23.5,16.848000000000006,378.525,3.5,0.5,32.5,0.54,1.0,0.0,4.5,0.5,3.0,0.0,0.0,4.5,6.5,11.0,11.415000000000001,0.0,0.0,15.5,12.0,47.0,33.69600000000001,757.05,7.0,1.0,65.0,1.08,2.0,0.0,9.0,1.0,6.0,0.0,0.0,9.0,13.0,22.0,22.830000000000002,0.0,0.0,31.0,58.0,62.0,140.116,1828.05,10.0,6.0,204.0,2.2,2.0,0.0,10.0,1.0,10.0,0.0,0.0,9.0,13.0,22.0,37.24,0.0,0.0,225.0,46.0,15.0,106.42,1071.0,3.0,5.0,139.0,1.12,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,194.0,46.0,15.0,106.42,1071.0,3.0,5.0,139.0,1.12,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,194.0
HoNi,FeB-b,95.0,94.0,223.62372,3475.0,13.0,10.0,316.0,3.1399999999999997,4.0,0.0,8.0,11.0,23.0,0.0,0.0,2.0,3.0,5.0,41.0533333333,0.0,0.5953947,419.0,47.5,47.0,111.81186,1737.5,6.5,5.0,158.0,1.5699999999999998,2.0,0.0,4.0,5.5,11.5,0.0,0.0,1.0,1.5,2.5,20.52666666665,0.0,0.29769735,209.5,19.5,14.0,53.11846,9.5,3.5,1.0,34.0,0.33999999999999997,0.0,0.0,4.0,5.5,1.5,0.0,0.0,1.0,1.5,0.5,10.20666666665,0.0,0.29769735,15.5,39.0,28.0,106.23692,19.0,7.0,2.0,68.0,0.6799999999999999,0.0,0.0,8.0,11.0,3.0,0.0,0.0,2.0,3.0,1.0,20.4133333333,0.0,0.5953947,31.0,67.0,61.0,164.93032,1747.0,10.0,6.0,192.0,1.91,2.0,0.0,8.0,11.0,13.0,0.0,0.0,2.0,3.0,3.0,30.7333333333,0.0,0.5953947,225.0,28.0,33.0,58.6934,1728.0,3.0,4.0,124.0,1.23,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0,28.0,33.0,58.6934,1728.0,3.0,4.0,124.0,1.23,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0
CoGa,CsCl,58.0,132.0,128.656195,2070.91,22.0,8.0,248.0,3.69,4.0,1.0,17.0,0.0,22.0,0.0,5.0,3.0,0.0,8.0,29.1025,0.0,1.5484712,258.0,29.0,66.0,64.3280975,1035.455,11.0,4.0,124.0,1.845,2.0,0.5,8.5,0.0,11.0,0.0,2.5,1.5,0.0,4.0,14.55125,0.0,0.7742356,129.0,2.0,8.0,5.394902500000001,732.545,2.0,0.0,2.0,0.03499999999999992,0.0,0.5,1.5,0.0,2.0,0.0,2.5,1.5,0.0,1.0,4.306250000000001,0.0,0.7742356,65.0,4.0,16.0,10.789805000000001,1465.09,4.0,0.0,4.0,0.06999999999999984,0.0,1.0,3.0,0.0,4.0,0.0,5.0,3.0,0.0,2.0,8.612500000000002,0.0,1.5484712,130.0,31.0,74.0,69.723,1768.0,13.0,4.0,126.0,1.88,2.0,1.0,10.0,0.0,13.0,0.0,5.0,3.0,0.0,5.0,18.8575,0.0,1.5484712,194.0,27.0,58.0,58.933195,302.91,9.0,4.0,122.0,1.81,2.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,64.0,27.0,58.0,58.933195,302.91,9.0,4.0,122.0,1.81,2.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,64.0
NiSi,FeAs,42.0,139.0,86.7789,3415.0,24.0,7.0,235.0,3.8099999999999996,4.0,2.0,8.0,0.0,14.0,0.0,4.0,2.0,0.0,6.0,30.76,0.773,0.5953947,452.0,21.0,69.5,43.38945,1707.5,12.0,3.5,117.5,1.9049999999999998,2.0,1.0,4.0,0.0,7.0,0.0,2.0,1.0,0.0,3.0,15.38,0.3865,0.29769735,226.0,7.0,8.5,15.303949999999999,20.5,2.0,0.5,6.5,0.0050000000000000044,0.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,5.0600000000000005,0.3865,0.29769735,1.0,14.0,17.0,30.607899999999997,41.0,4.0,1.0,13.0,0.010000000000000009,0.0,2.0,8.0,0.0,6.0,0.0,4.0,2.0,0.0,2.0,10.120000000000001,0.773,0.5953947,2.0,28.0,78.0,58.6934,1728.0,14.0,4.0,124.0,1.91,2.0,2.0,8.0,0.0,10.0,0.0,4.0,2.0,0.0,4.0,20.44,0.773,0.5953947,227.0,14.0,61.0,28.0855,1687.0,10.0,3.0,111.0,1.9,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0,14.0,61.0,28.0855,1687.0,10.0,3.0,111.0,1.9,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,225.0
FeGe,FeSi,58.0,134.0,128.485,3022.4,22.0,8.0,252.0,3.84,4.0,2.0,16.0,0.0,22.0,0.0,4.0,4.0,0.0,8.0,33.735,0.383,2.1106628,454.0,29.0,67.0,64.2425,1511.2,11.0,4.0,126.0,1.92,2.0,1.0,8.0,0.0,11.0,0.0,2.0,2.0,0.0,4.0,16.8675,0.1915,1.0553314,227.0,3.0,12.0,8.3975,299.79999999999995,3.0,0.0,6.0,0.08999999999999986,0.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,6.137499999999999,0.1915,1.0553314,2.0,6.0,24.0,16.795,599.5999999999999,6.0,0.0,12.0,0.17999999999999972,0.0,2.0,4.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,12.274999999999999,0.383,2.1106628,4.0,32.0,79.0,72.64,1811.0,14.0,4.0,132.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,4.0,0.0,4.0,23.005,0.383,2.1106628,229.0,26.0,55.0,55.845,1211.4,8.0,4.0,120.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,10.73,0.0,0.0,225.0,26.0,55.0,55.845,1211.4,8.0,4.0,120.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,10.73,0.0,0.0,225.0
YbIn,CsCl,119.0,114.0,287.872,1521.75,16.0,11.0,329.0,3.04,4.0,1.0,10.0,14.0,29.0,0.0,5.0,0.0,0.0,5.0,58.379999999999995,0.0,0.0,364.0,59.5,57.0,143.936,760.875,8.0,5.5,164.5,1.52,2.0,0.5,5.0,7.0,14.5,0.0,2.5,0.0,0.0,2.5,29.189999999999998,0.0,0.0,182.0,10.5,18.0,29.118000000000002,331.125,5.0,0.5,22.5,0.26,0.0,0.5,5.0,7.0,1.5,0.0,2.5,0.0,0.0,2.5,4.929999999999998,0.0,0.0,43.0,21.0,36.0,58.236000000000004,662.25,10.0,1.0,45.0,0.52,0.0,1.0,10.0,14.0,3.0,0.0,5.0,0.0,0.0,5.0,9.859999999999996,0.0,0.0,86.0,70.0,75.0,173.054,1092.0,13.0,6.0,187.0,1.78,2.0,1.0,10.0,14.0,16.0,0.0,5.0,0.0,0.0,5.0,34.12,0.0,0.0,225.0,49.0,39.0,114.818,429.75,3.0,5.0,142.0,1.26,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.26,0.0,0.0,139.0,49.0,39.0,114.818,429.75,3.0,5.0,142.0,1.26,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.26,0.0,0.0,139.0
SmSb,NaCl,113.0,108.0,272.12,2248.7799999999997,18.0,11.0,337.0,3.2199999999999998,4.0,3.0,10.0,6.0,23.0,0.0,3.0,0.0,8.0,11.0,64.78999999999999,0.0,0.0,332.0,56.5,54.0,136.06,1124.3899999999999,9.0,5.5,168.5,1.6099999999999999,2.0,1.5,5.0,3.0,11.5,0.0,1.5,0.0,4.0,5.5,32.394999999999996,0.0,0.0,166.0,5.5,31.0,14.300000000000004,220.61,6.0,0.5,29.5,0.43999999999999995,0.0,1.5,5.0,3.0,3.5,0.0,1.5,0.0,4.0,2.5,0.8349999999999991,0.0,0.0,0.0,11.0,62.0,28.60000000000001,441.22,12.0,1.0,59.0,0.8799999999999999,0.0,3.0,10.0,6.0,7.0,0.0,3.0,0.0,8.0,5.0,1.6699999999999982,0.0,0.0,0.0,62.0,85.0,150.36,1345.0,15.0,6.0,198.0,2.05,2.0,3.0,10.0,6.0,15.0,0.0,3.0,0.0,8.0,8.0,33.23,0.0,0.0,166.0,51.0,23.0,121.76,903.78,3.0,5.0,139.0,1.17,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0,51.0,23.0,121.76,903.78,3.0,5.0,139.0,1.17,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0
IrGe,FeAs,109.0,139.0,264.857,3950.4,23.0,10.0,261.0,4.21,4.0,2.0,17.0,14.0,37.0,0.0,4.0,3.0,0.0,7.0,37.215,0.383,0.0,450.0,54.5,69.5,132.4285,1975.2,11.5,5.0,130.5,2.105,2.0,1.0,8.5,7.0,18.5,0.0,2.0,1.5,0.0,3.5,18.6075,0.1915,0.0,225.0,22.5,9.5,59.788500000000006,763.8,2.5,1.0,10.5,0.0950000000000002,0.0,1.0,1.5,7.0,4.5,0.0,2.0,1.5,0.0,0.5,4.397499999999999,0.1915,0.0,0.0,45.0,19.0,119.57700000000001,1527.6,5.0,2.0,21.0,0.1900000000000004,0.0,2.0,3.0,14.0,9.0,0.0,4.0,3.0,0.0,1.0,8.794999999999998,0.383,0.0,0.0,77.0,79.0,192.217,2739.0,14.0,6.0,141.0,2.2,2.0,2.0,10.0,14.0,23.0,0.0,4.0,3.0,0.0,4.0,23.005,0.383,0.0,225.0,32.0,60.0,72.64,1211.4,9.0,4.0,120.0,2.01,2.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,14.21,0.0,0.0,225.0,32.0,60.0,72.64,1211.4,9.0,4.0,120.0,2.01,2.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,14.21,0.0,0.0,225.0
HoSi,TlI,81.0,111.0,193.01582,3434.0,17.0,9.0,303.0,3.13,4.0,2.0,0.0,11.0,17.0,0.0,4.0,0.0,3.0,7.0,51.1733333333,0.773,0.0,421.0,40.5,55.5,96.50791,1717.0,8.5,4.5,151.5,1.565,2.0,1.0,0.0,5.5,8.5,0.0,2.0,0.0,1.5,3.5,25.58666666665,0.3865,0.0,210.5,26.5,22.5,68.42241,30.0,5.5,1.5,40.5,0.33499999999999996,0.0,1.0,0.0,5.5,4.5,0.0,2.0,0.0,1.5,0.5,5.146666666649999,0.3865,0.0,16.5,53.0,45.0,136.84482,60.0,11.0,3.0,81.0,0.6699999999999999,0.0,2.0,0.0,11.0,9.0,0.0,4.0,0.0,3.0,1.0,10.293333333299998,0.773,0.0,33.0,67.0,78.0,164.93032,1747.0,14.0,6.0,192.0,1.9,2.0,2.0,0.0,11.0,13.0,0.0,4.0,0.0,3.0,4.0,30.7333333333,0.773,0.0,227.0,14.0,33.0,28.0855,1687.0,3.0,3.0,111.0,1.23,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,20.44,0.0,0.0,194.0,14.0,33.0,28.0855,1687.0,3.0,3.0,111.0,1.23,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,20.44,0.0,0.0,194.0
