Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency
533883,YbSi,TlI,Yb,Si,3.328,2.918,2.67,1.939,1.176,1.649,0.858,1.241,0.857,1.211,1.459,-0.375,0.241,0.272,0.0,0.0,0.199,2.918,2.67,1.241,0.857,1.0,1.0,0.375,0.241,0.503,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.058,1.058,1.058,1.058,4,4,4.0,4.0,1.246,1.093,1.246,1.093,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,81.218,0.342,33.0,22.0,2.132,2.264,46.958,0.524,13.0,8.5,4.5,81.218,0.342,33.0,22.0,2.132,2.264,46.958,0.524,13.0,8.5,4.5,81.218,0.342,33.0,22.0,2.132,2.264,46.958,0.524
1235747,TmGa,TlI,Tm,Ga,3.607,2.59,2.993,1.726,1.243,1.389,1.045,1.042,1.008,1.698,1.295,-0.016,0.042,0.058,0.0,0.0,0.002,2.59,2.993,1.042,1.008,1.0,1.0,0.042,0.016,0.656,4,4,2,1,1,4,4,4,1,4.0,1.0,5,2,5.0,2.0,1.003,1.0,1.003,1.0,1,1,1.0,1.0,1.205,1.0,1.205,1.0,0,0,0.0,0.0,4,1,4.0,1.0,13.0,8.5,4.5,90.315,0.155,33.0,22.0,2.38,2.448,61.464,0.662,13.0,8.5,4.5,90.315,0.155,33.0,22.0,2.38,2.448,61.464,0.662,13.0,8.5,4.5,90.315,0.155,33.0,22.0,2.38,2.448,61.464,0.662
526242,ThSi,FeB-b,Th,Si,3.73,2.463,2.997,1.798,1.176,1.529,1.037,1.047,1.008,1.765,1.232,-0.018,0.047,0.053,0.0,0.0,0.003,2.463,2.997,1.047,1.008,1.0,1.0,0.047,0.018,0.667,4,4,2,1,1,4,4,2,2,2.0,2.0,6,2,6.0,2.0,1.02,1.217,1.02,1.217,2,2,2.0,2.0,1.245,1.0,1.245,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,92.607,0.085,33.0,22.0,2.412,2.492,63.342,0.678,13.0,8.5,4.5,92.607,0.085,33.0,22.0,2.412,2.492,63.342,0.678,13.0,8.5,4.5,92.607,0.085,33.0,22.0,2.412,2.492,63.342,0.678
1010557,InSb,ZnS,In,Sb,4.575,4.575,2.802,1.624,1.434,1.132,1.409,1.595,0.916,2.288,0.515,0.409,-0.641,0.0,0.775,0.0,0.578,4.575,2.802,1.409,0.916,1.0,1.0,0.641,0.409,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302
530346,FeGe,FeSi,Fe,Ge,2.874,2.905,2.38,1.242,1.225,1.014,1.157,1.186,0.965,1.437,0.943,0.157,-0.23,0.0,0.351,0.0,0.078,2.874,2.38,1.157,0.965,1.0,1.0,0.23,0.157,0.619,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.026,1.026,1.026,1.026,3,3,3.0,3.0,1.208,1.221,1.208,1.221,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,47.433,0.116,33.0,22.0,1.858,1.948,26.956,0.569,13.0,6.5,6.5,47.433,0.116,33.0,22.0,1.858,1.948,26.956,0.569,13.0,6.5,6.5,47.433,0.116,33.0,22.0,1.858,1.948,26.956,0.569
533101,InSb,ZnS,In,Sb,4.579,4.579,2.804,1.624,1.434,1.132,1.41,1.597,0.917,2.29,0.515,0.41,-0.641,0.0,0.775,0.0,0.579,4.579,2.804,1.41,0.917,1.0,1.0,0.641,0.41,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,11.316,0.0,6.0,4.0,0.935,1.619,3.421,0.302,4.0,2.0,2.0,11.316,0.0,6.0,4.0,0.935,1.619,3.421,0.302,4.0,2.0,2.0,11.316,0.0,6.0,4.0,0.935,1.619,3.421,0.302
1120331,ThGe,NaCl,Th,Ge,4.274,4.274,3.022,1.798,1.225,1.468,1.189,1.744,1.0,2.137,0.885,0.189,-0.278,0.0,0.586,0.0,0.113,4.274,3.022,1.189,1.0,1.0,1.0,0.278,0.189,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,91.995,0.0,18.75,12.5,2.285,2.469,64.679,0.654,6.0,3.0,3.0,36.798,0.0,12.0,8.0,1.745,2.137,22.248,0.605,6.0,9.0,3.0,110.394,0.0,21.0,14.0,2.465,2.58,78.822,0.67
1822402,PtSn,NiAs,Pt,Sn,2.72,3.606,2.73,1.387,1.511,0.918,0.981,1.193,0.942,1.36,1.37,-0.019,-0.093,0.0,0.24,-0.0,0.009,2.72,2.73,0.981,0.942,1.0,1.0,0.093,0.019,0.538,2,2,2,1,1,2,2,2,6,2.0,6.0,8,6,8.0,6.0,1.004,1.321,1.004,1.321,6,6,6.0,6.0,1.0,1.321,1.0,1.321,2,6,2.0,6.0,0,0,0.0,0.0,11.5,4.0,7.5,68.472,0.127,24.0,16.0,2.011,2.073,42.198,0.587,7.0,4.0,3.0,26.4,0.0,15.0,10.0,1.501,1.493,14.539,0.547,7.0,4.0,9.0,82.496,0.169,27.0,18.0,2.181,2.266,51.418,0.6
456982,CePt,TlI,Ce,Pt,3.719,2.946,3.0,1.819,1.387,1.311,1.022,1.062,0.936,1.527,1.473,-0.161,0.062,0.179,0.0,0.0,0.03,2.946,3.0,1.062,0.936,1.0,1.0,0.161,0.062,0.595,4,4,2,1,1,4,4,1,2,1.0,2.0,7,7,7.0,7.0,1.009,1.018,1.009,1.018,4,1,4.0,1.0,1.24,1.0,1.24,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.75,8.25,4.5,92.061,0.195,32.25,21.5,2.28,2.306,54.969,0.567,12.0,7.5,4.5,82.824,0.195,30.0,20.0,2.114,2.168,41.05,0.498,12.0,8.5,4.5,95.14,0.195,33.0,22.0,2.336,2.351,59.608,0.59
312343,CeSi,FeB-b,Ce,Si,3.76,2.505,3.09,1.819,1.176,1.547,1.034,1.065,1.032,1.837,1.252,0.01,0.065,0.023,0.0,0.0,0.004,2.505,3.09,1.065,1.032,1.0,1.0,0.065,0.01,0.701,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.002,1.234,1.002,1.234,2,2,2.0,2.0,1.217,1.0,1.217,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,97.639,0.149,33.0,22.0,2.444,2.529,67.936,0.661,13.0,8.5,4.5,97.639,0.149,33.0,22.0,2.444,2.529,67.936,0.661,13.0,8.5,4.5,97.639,0.149,33.0,22.0,2.444,2.529,67.936,0.661
534861,InSb,ZnS,In,Sb,4.582,4.582,2.806,1.624,1.434,1.132,1.411,1.598,0.918,2.291,0.515,0.411,-0.641,0.0,0.775,0.0,0.579,4.582,2.806,1.411,0.918,1.0,1.0,0.641,0.411,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,11.337,0.0,6.0,4.0,0.935,1.62,3.427,0.302,4.0,2.0,2.0,11.337,0.0,6.0,4.0,0.935,1.62,3.427,0.302,4.0,2.0,2.0,11.337,0.0,6.0,4.0,0.935,1.62,3.427,0.302
252014,LuSb,NaCl,Lu,Sb,4.284,4.284,3.029,1.718,1.434,1.198,1.247,1.494,0.961,2.142,0.887,0.247,-0.381,0.0,0.586,0.0,0.206,4.284,3.029,1.247,0.961,1.0,1.0,0.381,0.247,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,92.635,0.0,18.75,12.5,2.29,2.475,65.129,0.654,6.0,3.0,3.0,37.054,0.0,12.0,8.0,1.749,2.142,22.403,0.605,6.0,9.0,3.0,111.162,0.0,21.0,14.0,2.471,2.585,79.372,0.67
1921678,CeGe,FeB-b,Ce,Ge,3.811,2.5,3.122,1.819,1.225,1.485,1.048,1.02,1.026,1.872,1.25,0.029,0.02,0.018,0.0,0.0,0.001,2.5,3.122,1.02,1.026,1.0,1.0,0.029,0.02,0.7,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.009,1.249,1.009,1.249,2,2,2.0,2.0,1.221,1.0,1.221,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,101.939,0.088,33.0,22.0,2.476,2.556,69.507,0.662,13.0,8.5,4.5,101.939,0.088,33.0,22.0,2.476,2.556,69.507,0.662,13.0,8.5,4.5,101.939,0.088,33.0,22.0,2.476,2.556,69.507,0.662
1929542,ErGe,TlI,Er,Ge,3.397,2.983,2.71,1.734,1.225,1.416,0.98,1.218,0.916,1.218,1.492,-0.297,0.218,0.283,0.0,0.0,0.136,2.983,2.71,1.218,0.916,1.0,1.0,0.297,0.218,0.492,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.073,1.073,1.073,1.073,4,4,4.0,4.0,1.254,1.101,1.254,1.101,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,87.32,0.348,33.0,22.0,2.182,2.328,50.268,0.522,13.0,8.5,4.5,87.32,0.348,33.0,22.0,2.182,2.328,50.268,0.522,13.0,8.5,4.5,87.32,0.348,33.0,22.0,2.182,2.328,50.268,0.522
1120456,YSi,TlI,Y,Si,3.395,2.975,2.728,1.783,1.176,1.516,0.952,1.265,0.922,1.241,1.488,-0.304,0.265,0.269,0.0,-0.0,0.163,2.975,2.728,1.265,0.922,1.0,1.0,0.304,0.265,0.507,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.054,1.054,1.054,1.054,4,4,4.0,4.0,1.245,1.091,1.245,1.091,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,85.845,0.35,33.0,22.0,2.173,2.304,49.728,0.524,13.0,8.5,4.5,85.845,0.35,33.0,22.0,2.173,2.304,49.728,0.524,13.0,8.5,4.5,85.845,0.35,33.0,22.0,2.173,2.304,49.728,0.524
1006485,GdGe,TlI,Gd,Ge,3.593,3.179,2.792,1.787,1.225,1.459,1.005,1.298,0.927,1.203,1.59,-0.327,0.298,0.331,-0.0,-0.0,0.196,3.179,2.792,1.298,0.927,1.0,1.0,0.327,0.298,0.519,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.058,1.058,1.058,1.058,4,4,4.0,4.0,1.287,1.139,1.287,1.139,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,92.87,0.358,33.0,22.0,2.234,2.344,53.841,0.527,13.0,8.5,4.5,92.87,0.358,33.0,22.0,2.234,2.344,53.841,0.527,13.0,8.5,4.5,92.87,0.358,33.0,22.0,2.234,2.344,53.841,0.527
456001,OsSi,FeSi,Os,Si,2.934,2.903,2.457,1.337,1.176,1.137,1.097,1.234,0.978,1.005,1.452,-0.248,0.234,0.315,0.0,0.0,0.116,2.903,2.457,1.234,0.978,1.0,1.0,0.248,0.234,0.646,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.002,1.002,1.002,1.002,3,3,3.0,3.0,1.194,1.182,1.194,1.182,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,48.611,0.1,33.0,22.0,1.87,1.981,27.481,0.566,13.0,6.5,6.5,48.611,0.1,33.0,22.0,1.87,1.981,27.481,0.566,13.0,6.5,6.5,48.611,0.1,33.0,22.0,1.87,1.981,27.481,0.566
1120330,ThGe,NaCl,Th,Ge,4.28,4.28,3.026,1.798,1.225,1.468,1.19,1.747,1.001,2.14,0.886,0.19,-0.277,0.0,0.586,0.0,0.113,4.28,3.026,1.19,1.001,1.0,1.0,0.277,0.19,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,92.385,0.0,18.75,12.5,2.288,2.472,64.932,0.654,6.0,3.0,3.0,36.95,0.0,12.0,8.0,1.747,2.14,22.332,0.604,6.0,9.0,3.0,110.863,0.0,21.0,14.0,2.468,2.582,79.132,0.67
454616,CeSb,NaCl,Ce,Sb,4.541,4.541,3.211,1.819,1.434,1.268,1.248,1.583,0.987,2.27,0.94,0.248,-0.344,0.0,0.586,0.0,0.18,4.541,3.211,1.248,0.987,1.0,1.0,0.344,0.248,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,110.357,0.0,18.75,12.5,2.428,2.624,77.589,0.654,6.0,3.0,3.0,44.143,0.0,12.0,8.0,1.854,2.271,26.689,0.605,6.0,9.0,3.0,132.428,0.0,21.0,14.0,2.62,2.741,94.556,0.67
454819,GaSb,ZnS,Ga,Sb,4.313,4.313,2.641,1.243,1.434,0.867,1.735,1.504,0.987,2.156,0.485,0.735,-0.662,0.0,0.775,0.0,0.979,4.313,2.641,1.735,0.987,1.0,1.0,0.735,0.662,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,9.458,0.0,6.0,4.0,0.88,1.525,2.859,0.302,4.0,2.0,2.0,9.458,0.0,6.0,4.0,0.88,1.525,2.859,0.302,4.0,2.0,2.0,9.458,0.0,6.0,4.0,0.88,1.525,2.859,0.302
451544,ErGe,TlI,Er,Ge,3.421,3.002,2.737,1.734,1.225,1.416,0.986,1.225,0.925,1.236,1.501,-0.287,0.225,0.277,0.0,0.0,0.133,3.002,2.737,1.225,0.925,1.0,1.0,0.287,0.225,0.508,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.054,1.054,1.054,1.054,4,4,4.0,4.0,1.25,1.097,1.25,1.097,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,86.878,0.351,33.0,22.0,2.187,2.332,50.475,0.528,13.0,8.5,4.5,86.878,0.351,33.0,22.0,2.187,2.332,50.475,0.528,13.0,8.5,4.5,86.878,0.351,33.0,22.0,2.187,2.332,50.475,0.528
558206,TbGa,TlI,Tb,Ga,3.776,3.289,2.984,1.764,1.243,1.419,1.07,1.323,0.992,1.34,1.644,-0.241,0.323,0.291,0.0,0.0,0.162,3.289,2.984,1.323,0.992,1.0,1.0,0.323,0.241,0.546,4,4,2,1,1,4,4,4,4,4.0,4.0,5,5,5.0,5.0,1.037,1.037,1.037,1.037,1,1,1.0,1.0,1.265,1.102,1.265,1.102,0,4,0.0,4.0,4,0,4.0,0.0,14.0,8.5,5.5,117.054,0.345,34.5,23.0,2.428,2.546,66.245,0.534,13.0,8.5,4.5,105.104,0.19,33.0,22.0,2.316,2.464,58.888,0.52,13.0,8.5,8.5,152.907,0.397,39.0,26.0,2.762,2.793,88.316,0.578
528939,LaGa,TlI,La,Ga,3.695,3.244,2.95,1.871,1.243,1.505,0.987,1.305,0.947,1.328,1.622,-0.29,0.305,0.281,0.0,0.0,0.177,3.244,2.95,1.305,0.947,1.0,1.0,0.305,0.29,0.511,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.051,1.051,1.051,1.051,4,4,4.0,4.0,1.253,1.1,1.253,1.1,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,108.384,0.378,33.0,22.0,2.359,2.522,63.148,0.532,13.0,8.5,4.5,108.384,0.378,33.0,22.0,2.359,2.522,63.148,0.532,13.0,8.5,4.5,108.384,0.378,33.0,22.0,2.359,2.522,63.148,0.532
532791,CoSi,FeSi,Co,Si,2.722,2.749,2.26,1.25,1.176,1.063,1.089,1.169,0.932,1.361,0.899,0.089,-0.236,0.0,0.346,0.0,0.063,2.722,2.26,1.089,0.932,1.0,1.0,0.236,0.089,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.025,1.025,1.025,1.025,3,3,3.0,3.0,1.204,1.216,1.204,1.216,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,40.206,0.098,33.0,22.0,1.764,1.852,23.046,0.574,13.0,6.5,6.5,40.206,0.098,33.0,22.0,1.764,1.852,23.046,0.574,13.0,6.5,6.5,40.206,0.098,33.0,22.0,1.764,1.852,23.046,0.574
450672,HoGa,TlI,Ho,Ga,3.514,3.087,2.798,1.745,1.243,1.404,1.007,1.242,0.936,1.254,1.544,-0.281,0.242,0.286,0.0,0.0,0.137,3.087,2.798,1.242,0.936,1.0,1.0,0.281,0.242,0.506,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.056,1.056,1.056,1.056,4,4,4.0,4.0,1.256,1.103,1.256,1.103,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,93.468,0.359,33.0,22.0,2.242,2.404,54.133,0.53,13.0,8.5,4.5,93.468,0.359,33.0,22.0,2.242,2.404,54.133,0.53,13.0,8.5,4.5,93.468,0.359,33.0,22.0,2.242,2.404,54.133,0.53
453384,CeSb,NaCl,Ce,Sb,4.54,4.54,3.21,1.819,1.434,1.268,1.248,1.583,0.987,2.27,0.94,0.248,-0.344,0.0,0.586,0.0,0.18,4.54,3.21,1.248,0.987,1.0,1.0,0.344,0.248,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,110.254,0.0,18.75,12.5,2.427,2.623,77.517,0.654,6.0,3.0,3.0,44.102,0.0,12.0,8.0,1.853,2.27,26.664,0.605,6.0,9.0,3.0,132.305,0.0,21.0,14.0,2.618,2.74,94.468,0.67
1720553,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0.0,0.346,0.0,0.064,2.744,2.278,1.105,0.942,1.0,1.0,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.023,1.023,1.023,1.023,3,3,3.0,3.0,1.205,1.217,1.205,1.217,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.201,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.201,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.201,0.107,33.0,22.0,1.772,1.862,23.436,0.57
451424,DyPt,FeB-b,Dy,Pt,3.659,2.582,2.841,1.752,1.387,1.263,1.044,0.931,0.905,1.55,1.291,-0.115,-0.069,0.153,0.0,0.0,0.018,2.582,2.841,0.931,0.905,1.0,1.0,0.115,0.069,0.568,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.0,1.1,1.0,1.1,1,1,1.0,1.0,1.288,1.0,1.288,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.75,8.25,4.5,83.819,0.08,32.25,21.5,2.218,2.288,49.118,0.58,12.0,7.5,4.5,75.17,0.078,30.0,20.0,2.104,2.178,40.291,0.545,12.0,8.5,4.5,86.702,0.083,33.0,22.0,2.256,2.325,52.061,0.591
453555,CeGe,FeB-b,Ce,Ge,3.819,2.483,3.112,1.819,1.225,1.485,1.05,1.013,1.022,1.87,1.242,0.028,0.013,0.02,0.0,0.0,0.001,2.483,3.112,1.013,1.022,1.0,1.0,0.028,0.013,0.691,4,4,2,1,1,4,4,2,2,2.0,2.0,6,2,6.0,2.0,1.012,1.253,1.012,1.253,1,2,1.0,2.0,1.227,1.0,1.227,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,102.553,0.057,33.0,22.0,2.472,2.554,69.02,0.656,13.0,8.5,4.5,102.553,0.057,33.0,22.0,2.472,2.554,69.02,0.656,13.0,8.5,4.5,102.553,0.057,33.0,22.0,2.472,2.554,69.02,0.656
1229780,HoGa,TlI,Ho,Ga,3.636,2.584,3.022,1.745,1.243,1.404,1.042,1.039,1.011,1.73,1.292,-0.009,0.039,0.048,0.0,0.0,0.002,2.584,3.022,1.039,1.011,1.0,1.0,0.039,0.009,0.662,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.012,1.17,1.012,1.17,1,4,1.0,4.0,1.203,1.0,1.203,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,92.766,0.142,33.0,22.0,2.409,2.471,63.48,0.671,13.0,8.5,4.5,92.766,0.142,33.0,22.0,2.409,2.471,63.48,0.671,13.0,8.5,4.5,92.766,0.142,33.0,22.0,2.409,2.471,63.48,0.671
1720547,FeSi,FeSi,Fe,Si,2.744,2.772,2.277,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.905,0.105,-0.23,0.0,0.347,0.0,0.064,2.744,2.277,1.105,0.942,1.0,1.0,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.023,1.023,1.023,1.023,3,3,3.0,3.0,1.205,1.217,1.205,1.217,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.773,1.862,23.446,0.57,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.773,1.862,23.446,0.57,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.773,1.862,23.446,0.57
526690,CeGa,TlI,Ce,Ga,3.686,3.234,2.953,1.819,1.243,1.463,1.013,1.301,0.964,1.336,1.617,-0.266,0.301,0.275,0.0,0.0,0.161,3.234,2.953,1.301,0.964,1.0,1.0,0.301,0.266,0.521,4,4,2,1,1,4,4,1,1,1.0,1.0,5,5,5.0,5.0,1.04,1.04,1.04,1.04,4,4,4.0,4.0,1.248,1.095,1.248,1.095,0,1,0.0,1.0,1,0,1.0,0.0,14.0,8.5,5.5,118.497,0.338,34.875,23.25,2.453,2.58,68.895,0.544,13.0,8.5,4.5,106.397,0.214,33.0,22.0,2.338,2.502,61.278,0.528,13.0,8.5,8.5,154.798,0.379,40.5,27.0,2.796,2.816,91.745,0.594
1949671,HoNi,FeB-b,Ho,Ni,3.539,2.531,2.841,1.745,1.246,1.4,1.014,1.016,0.95,1.576,1.266,-0.097,0.016,0.11,0.0,0.0,0.01,2.531,2.841,1.016,0.95,1.0,1.0,0.097,0.016,0.635,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.002,1.122,1.002,1.122,1,1,1.0,1.0,1.246,1.0,1.246,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,68.035,0.126,29.25,19.5,2.065,2.164,41.93,0.586,8.0,3.5,4.5,37.183,0.1,18.0,12.0,1.583,1.857,18.204,0.46,8.0,8.5,4.5,78.319,0.202,33.0,22.0,2.226,2.266,49.839,0.629
